,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
28,2016-1135,2016-05-25,1,Vente,4862.0,,,TAILLIS DES RIPPES,B054,1340.0,1130,Bresse Vallons,1,1154.0,Étrez,01130154ZK0157,01154000ZK0157,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,5128.0,5.203587,46.323265
29,2016-1176,2016-05-10,1,Vente,54028.0,31.0,,RUE DU POINT DU JOUR,391,1000.0,1344,Saint-Denis-lès-Bourg,1,,,01344000AE0196,,,,,,,,,,,,,0,1.0,Maison,85.0,4.0,S,sols,,,584.0,5.20194,46.209604
30,2016-1231,2016-05-19,3,Vente,2220.0,,,VERS L EGLISE,B126,1250.0,1317,Ramasse,1,,,013170000B1409,,,,,,,,,,,,,0,,,,,P,prés,,,578.0,5.356964,46.192808
31,2016-1261,2016-05-24,1,Vente,70000.0,23.0,,AV DE MACON,2400,1000.0,1053,Bourg-en-Bresse,1,,,01053000AB0116,,,14.0,,4,79.83,8.0,,,,,,3,2.0,Appartement,71.0,2.0,,,,,,5.219908,46.209365
32,2016-1304,2016-05-23,1,Vente,201500.0,253.0,,ALL DU FURET,1225,1000.0,1053,Bourg-en-Bresse,1,,,01053000CW0130,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,IMM,Dépendances d'ensemble immobilier,527.0,5.24385,46.183891
33,2016-1343,2016-06-17,1,Vente,85000.0,43.0,,RTE DU TRONCHET,130,1560.0,1433,Vernoux,1,,,01433000WC0079,,,,,,,,,,,,,0,1.0,Maison,107.0,4.0,S,sols,,,1623.0,5.109249,46.480821
34,2016-1389,2016-06-21,1,Vente,190950.0,5053.0,,MONTANET,B023,1540.0,1291,Perrex,1,,,012910000B1103,,,,,,,,,,,,,0,1.0,Maison,42.0,2.0,S,sols,,,500.0,4.971213,46.243947
35,2016-1434,2016-06-10,1,Vente,2500.0,,,EN CLERTAND,B024,1250.0,1321,Revonnas,1,,,01321000ZB0153,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,930.0,5.316002,46.159419
36,2016-1437,2016-06-03,3,Vente,1365100.0,,,MAS VALET,B157,1240.0,1145,Dompierre-sur-Veyle,1,,,011450000F1371,,,,,,,,,,,,,0,,,,,T,terres,,,1114.0,5.201092,46.056516
37,2016-1478,2016-06-13,1,Vente,59000.0,8.0,,RUE CHARLES ROBIN,820,1000.0,1053,Bourg-en-Bresse,1,,,01053000BC0266,,,16.0,,17,,18.0,,19.0,,,,4,2.0,Appartement,48.0,2.0,,,,,,5.229741,46.205473
38,2016-1511,2016-06-16,1,Vente,52000.0,28.0,,AV DES ANCIENS COMBATTANTS,231,1000.0,1053,Bourg-en-Bresse,1,,,01053000AE0159,,,40.0,32.4,,,,,,,,,1,2.0,Appartement,33.0,1.0,,,,,,5.216051,46.202696
39,2016-1558,2016-06-14,1,Vente,65000.0,,,ARNANS,B002,1250.0,1125,Corveissiat,1,,,011250000C0222,,,,,,,,,,,,,0,,,,,L,landes,,,160.0,5.459679,46.26212
40,2016-1588,2016-06-22,1,Vente,440000.0,,,AU VILLAGE,B109,1250.0,1321,Revonnas,1,,,013210000B0875,,,,,,,,,,,,,0,,,,,P,prés,,,546.0,5.330862,46.162941
41,2016-1626,2016-07-07,1,Vente,1.0,,,EN CUL FAUX,B051,1250.0,1184,Hautecourt-Romanèche,1,,,011840000C0454,,,,,,,,,,,,,0,,,,,S,sols,,,22.0,5.434621,46.146767
42,2016-1657,2016-06-28,1,Vente,185000.0,60.0,,RUE DES MARAICHERS,221,1000.0,1344,Saint-Denis-lès-Bourg,1,,,01344000AE0242,,,,,,,,,,,,,0,2.0,Appartement,72.0,3.0,S,sols,,,20.0,5.204793,46.206667
43,2016-1690,2016-07-18,1,Vente,193500.0,,,ENCLOS DE LA VIGNE,B033,1290.0,1203,Laiz,1,,,012030000C0633,,,,,,,,,,,,,0,,,,,P,prés,,,907.0,4.918734,46.241446
44,2016-1735,2016-07-21,2,Vente,2900.0,,,RUE DES MARRONNIERS,2610,1000.0,1053,Bourg-en-Bresse,1,,,01053000AD0759,,,,,,,,,,,,,0,,,,,S,sols,,,11.0,5.221537,46.205738
45,2016-1764,2016-07-06,1,Vente,138500.0,182.0,,RUE DES GRANGES BONNET,161,1960.0,1289,Péronnas,1,,,01289000AD0069,,,255.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.21218,46.186959
46,2016-1820,2016-07-13,1,Vente,110000.0,30.0,,RUE GABRIEL VICAIRE,1610,1000.0,1053,Bourg-en-Bresse,1,,,01053000AC0450,,,,,,,,,,,,,0,1.0,Maison,165.0,4.0,S,sols,,,147.0,5.222515,46.208029
47,2016-1864,2016-07-08,1,Vente,140000.0,5174.0,,CHAMBOD SUD,B101,1250.0,1184,Hautecourt-Romanèche,1,,,01184000AH0085,,,,,,,,,,,,,0,1.0,Maison,75.0,2.0,S,sols,,,706.0,5.42627,46.124081
48,2016-1921,2016-08-02,1,Vente,70000.0,,,MARBOZ,B221,1851.0,1232,Marboz,1,,,012320000D1580,,,,,,,,,,,,,0,,,,,S,sols,,,112.0,5.258338,46.343332
49,2016-1979,2016-07-21,1,Vente,182550.0,5454.0,,LES BONOTS,B011,1190.0,1337,Saint-Bénigne,1,,,01337000ZC0643,,,,,,,,,,,,,0,1.0,Maison,105.0,5.0,AG,terrains d'agrément,,,679.0,4.954485,46.448325
50,2016-2008,2016-07-29,1,Vente,215000.0,12.0,,RUE DU 23EME R.I.,3740,1000.0,1053,Bourg-en-Bresse,1,,,01053000AB0296,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,989.0,5.217665,46.207994
51,2016-2060,2016-07-29,1,Vente,210265.0,,,AUX GRAVETTES,B054,1310.0,1259,Montcet,1,,,01259000AA0021,,,,,,,,,,,,,0,,,,,S,sols,,,905.0,5.109312,46.215508
52,2016-2101,2016-08-23,1,Vente,252950.0,5273.0,,MAS VERNON,B158,1240.0,1145,Dompierre-sur-Veyle,1,,,011450000F0570,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,656.0,5.205392,46.063685
53,2016-2136,2016-08-10,1,Vente,37500.0,,,CONFRANCON,B042,1310.0,1115,Confrançon,1,,,01115000ZI0367,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,726.0,5.064851,46.267475
54,2016-2181,2016-08-31,1,Vente,157450.0,,,HAMEAU DES RIPPES,B032,1240.0,1069,Certines,1,,,01069000ZH0186,,,,,,,,,,,,,0,,,,,S,sols,,,441.0,5.278942,46.148988
55,2016-2213,2016-08-25,1,Vente,92000.0,5194.0,,MONTAPLAN,B078,1370.0,1350,Saint-Étienne-du-Bois,1,,,013500000C0178,,,3.0,82.98,,,,,,,,,1,2.0,Appartement,73.0,3.0,,,,,,5.289506,46.283029
56,2016-2256,2016-09-14,1,Vente,135000.0,100.0,,LE BAN DE COUR,B460,1250.0,1245,Bohas-Meyriat-Rignat,1,,,012453240A0833,,,,,,,,,,,,,0,1.0,Maison,110.0,3.0,S,sols,,,235.0,5.357591,46.141736
57,2016-2307,2016-09-22,1,Vente,15000.0,,,EN COROBERT,B025,1290.0,1203,Laiz,1,,,012030000B1860,,,,,,,,,,,,,0,,,,,P,prés,,,499.0,4.881795,46.248821
58,2016-2368,2016-09-23,1,Vente,9822.4,,,LES BOIS,B006,1340.0,1040,Béréziat,1,,,01040000WD0001,,,,,,,,,,,,,0,,,,,P,prés,,,12700.0,5.037935,46.384553
59,2016-2414,2016-09-16,1,Vente,166000.0,,,CROYAT,B017,1290.0,1365,Saint-Jean-sur-Veyle,1,,,013650000C1697,,,,,,,,,,,,,0,,,,,S,sols,,,462.0,4.915162,46.260904
60,2016-2464,2016-09-28,1,Vente,304500.0,5707.0,,LES RIPPES,B145,1160.0,1314,Priay,1,,,013140000D2335,,,,,,,,,,,,,0,1.0,Maison,147.0,5.0,S,sols,,,500.0,5.29648,46.016564
61,2016-2506,2016-09-15,2,Vente,443886.7,,,SAINT ETIENNE DU BOIS,B107,1370.0,1350,Saint-Étienne-du-Bois,1,,,013500000B0875,,,,,,,,,,,,,0,,,,,S,sols,,,32.0,5.293633,46.288335
62,2016-2537,2016-09-23,1,Vente,380000.0,9031.0,,RUE BEAU SITE,405,1000.0,1053,Bourg-en-Bresse,1,,,01053000BZ0077,,,,,,,,,,,,,0,1.0,Maison,175.0,5.0,P,prés,,,1203.0,5.248374,46.210424
63,2016-2586,2016-10-17,1,Vente,1966.0,,,LA GUICHARDE,B118,1560.0,1139,Curciat-Dongalon,1,,,"1,139E+103",,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,1250.0,5.160244,46.480458
64,2016-2604,2016-10-18,1,Vente,90000.0,5394.0,,LE DEVIN,B141,1851.0,1232,Marboz,1,,,01232000WM0128,,,,,,,,,,,,,0,1.0,Maison,96.0,2.0,S,sols,,,1370.0,5.23185,46.356255
65,2016-2647,2016-10-03,1,Vente,9000.0,,,GRANDS PLANETS,B242,1160.0,1374,Saint-Martin-du-Mont,1,,,01374000ZA0082,,,,,,,,,,,,,0,,,,,T,terres,,,30800.0,5.298778,46.120688
66,2016-2687,2016-10-11,1,Vente,135000.0,44.0,,LE GRAND FAUBOURG,B020,1190.0,1305,Pont-de-Vaux,1,,,01305000AC0102,,,,,,,,,,,,,0,1.0,Maison,77.0,2.0,S,sols,,,82.0,4.942763,46.439517
67,2016-2730,2016-10-17,1,Vente,42500.0,12.0,,RUE DES TOURTERELLES,106,1340.0,1266,Montrevel-en-Bresse,1,,,01266000AA0204,,,,,,,,,,,,,0,,,,,S,sols,,,259.0,5.120925,46.337472
68,2016-2777,2016-10-19,1,Vente,56000.0,,,TERRE DU TOUR,B156,1160.0,1314,Priay,1,,,013140000E1912,,,,,,,,,,,,,0,,,,,J,jardins,,,7.0,5.287065,46.00188
69,2016-2816,2016-10-17,2,Vente,150000.0,782.0,,RTE DE TERNANT,440,1570.0,1159,Feillens,1,,,01159000AK0496,,,,,,,,,,,,,0,2.0,Appartement,134.0,5.0,S,sols,,,718.0,4.894991,46.327946
70,2016-2854,2016-10-24,2,Vente,1.0,54.0,,ALL DES PRIMEVERES,176,1310.0,1301,Polliat,1,,,01301000AH0296,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,13.0,0.0,S,sols,,,27.0,5.1252,46.248727
71,2016-2897,2016-11-02,2,Vente,195000.0,,,LE PLANTAY,B088,1340.0,1236,Marsonnas,1,,,01236000AI0637,,,,,,,,,,,,,0,,,,,S,sols,,,440.0,5.068503,46.346099
72,2016-2940,2016-11-07,1,Vente,81000.0,,,LA GENETE,B061,1310.0,1301,Polliat,1,,,01301000AE0161,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,865.0,5.132072,46.24728
73,2016-2976,2016-09-19,1,Vente,136000.0,38.0,,ALL DU COTEAU,41,1310.0,1301,Polliat,1,,,01301000AH0243,,,,,,,,,,,,,0,1.0,Maison,105.0,5.0,S,sols,,,1359.0,,
74,2016-3006,2016-11-22,1,Vente,1.0,,,L HUPPE,B027,1340.0,1266,Montrevel-en-Bresse,1,,,01266000AA0207,,,,,,,,,,,,,0,,,,,S,sols,,,51.0,5.121365,46.336877
75,2016-3056,2016-11-10,1,Vente,40000.0,26.0,,RUE DE MONTHOLON,2730,1000.0,1053,Bourg-en-Bresse,1,,,01053000AI0298,,,608.0,18.84,,,,,,,,,1,2.0,Appartement,20.0,1.0,,,,,,5.209578,46.198844
76,2016-3097,2016-12-01,1,Vente,1500.0,,,VILLAGE DE CUISIAT,B407,1370.0,1426,Val-Revermont,1,,,01426137AC0020,,,,,,,,,,,,,0,,,,,P,prés,,,1019.0,5.387651,46.29661
77,2016-3139,2016-11-29,1,Vente en l'état futur d'achèvement,4844395.5,,,SAINT ETIENNE DU BOIS,B107,1370.0,1350,Saint-Étienne-du-Bois,1,,,013500000B1544,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,18.0,5.295447,46.286305
78,2016-3173,2016-11-28,1,Vente,124000.0,1044.0,B,RTE DE MACON,95,1310.0,1115,Confrançon,1,,,01115000ZM0113,,,,,,,,,,,,,0,1.0,Maison,68.0,2.0,P,prés,,,2160.0,5.039445,46.259534
79,2016-3195,2016-12-09,1,Vente,65000.0,,,LES LUYERS,B028,1340.0,1266,Montrevel-en-Bresse,1,,,01266000AD0360,,,,,,,,,,,,,0,,,,,S,sols,,,2.0,5.127544,46.333916
80,2016-3249,2016-12-08,1,Vente,140000.0,429.0,,RTE DE BEVY,1,1340.0,1236,Marsonnas,1,,,01236000AL0012,,,,,,,,,,,,,0,1.0,Maison,108.0,5.0,S,sols,,,500.0,5.039596,46.341682
81,2016-3289,2016-12-16,1,Vente,240000.0,,,BECHANNE,B004,1370.0,1350,Saint-Étienne-du-Bois,1,,,013500000E1252,,,,,,,,,,,,,0,,,,,S,sols,,,145.0,5.268434,46.25694
82,2016-3339,2016-12-16,1,Vente,7000.0,,,PRES DES FONTANETTES,B127,1270.0,1391,Salavre,1,,,013910000D0008,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,265.0,5.356482,46.366872
83,2016-3377,2016-12-28,1,Vente,179000.0,24.0,,ALL DU PIERRY,379,1000.0,1344,Saint-Denis-lès-Bourg,1,,,01344000AO0090,,,,,,,,,,,,,0,1.0,Maison,102.0,4.0,S,sols,,,180.0,,
84,2016-3404,2016-12-16,1,Vente,24482.4,,,LES HAUTINS DE VAVRIL,B031,1290.0,1365,Saint-Jean-sur-Veyle,1,,,013650000B0246,,,,,,,,,,,,,0,,,,,T,terres,,,4635.0,4.935627,46.280818
85,2016-3437,2016-12-20,1,Vente,6000.0,,,LA COMBE,B045,1370.0,1350,Saint-Étienne-du-Bois,1,,,013500000C0882,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,742.0,5.296978,46.275955
86,2016-3467,2016-12-23,1,Vente,165000.0,169.0,,RUE DES CROIX VIEILLES,75,1290.0,1179,Grièges,1,,,011790000C2481,,,,,,,,,,,,,0,1.0,Maison,132.0,5.0,S,sols,,,914.0,4.850463,46.248662
87,2016-3513,2016-12-28,1,Vente,143484.0,,,LE GOUR,B124,1240.0,1145,Dompierre-sur-Veyle,1,,,011450000F1481,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,142.0,5.203411,46.069289
88,2016-3516,2016-12-29,1,Vente,296300.0,,,RIPPE DU RICHE,B285,1560.0,1364,Saint-Jean-sur-Reyssouze,1,,,013640000B0811,,,,,,,,,,,,,0,,,,,P,prés,,,3080.0,5.066491,46.376667
89,2016-3541,2016-01-11,1,Vente,12196.0,,,EN CHENAVIEUX,B062,1500.0,1007,Ambronay,1,,,01007000ZA0299,,,,,,,,,,,,,0,,,,,L,landes,PATUR,Pâture plantée,12206.0,5.322588,46.038436
90,2016-3579,2016-01-15,1,Vente,95000.0,,,LE DELIVRET,B032,1130.0,1035,Belleydoux,1,,,010350000C0309,,,,,,,,,,,,,0,,,,,L,landes,,,25.0,5.772538,46.254381
91,2016-3613,2016-01-20,1,Vente,260000.0,,,LE BEUBLE,B020,1500.0,1004,Ambérieu-en-Bugey,1,,,01004000AW1229,,,,,,,,,,,,,0,,,,,P,prés,,,166.0,5.359959,45.967366
92,2016-3665,2016-01-14,1,Vente,455114.0,13.0,,CHE FLORIAN,135,1210.0,1160,Ferney-Voltaire,1,,,01160000AE0398,,,19.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.106822,46.255491
93,2016-3710,2016-01-28,1,Vente,105500.0,695.0,,CHE DE LA CAMUSETTE,131,1300.0,1034,Belley,1,,,010340000A0264,,,,,,,,,,,,,0,1.0,Maison,85.0,4.0,J,jardins,,,771.0,5.697895,45.765718
94,2016-3754,2016-01-23,1,Vente,11000.0,,,EN TOMMET,B129,1260.0,1036,Valromey-sur-Séran,1,1414.0,Sutrieu,010364140A0387,014141610A0387,,,,,,,,,,,,0,,,,,BR,futaies résineuses,,,9202.0,,
95,2016-3806,2016-01-12,1,Vente en l'état futur d'achèvement,601734.0,,,LA PIECE,B039,1170.0,1103,Chevry,1,,,011030000B1354,,,27.0,,,,,,,,,,1,,,,,,,,,,6.038895,46.282444
96,2016-3830,2016-02-01,1,Vente en l'état futur d'achèvement,1490763.6,,,FONTAILLON,B010,1170.0,1399,Ségny,1,,,01399000AK0179,,,5.0,,,,,,,,,,1,2.0,Appartement,74.0,3.0,,,,,,6.075153,46.293912
97,2016-3878,2016-02-01,1,Vente,210000.0,,,PETIT ABERGEMENT,B269,1260.0,1187,Haut Valromey,1,,,011872920D0266,,,,,,,,,,,,,0,,,,,P,prés,,,895.0,5.665832,46.032078
98,2016-3931,2016-02-16,1,Vente,45000.0,135.0,,RUE DU STADE,81,1510.0,1452,Virieu-le-Grand,1,,,01452000AC0263,,,119.0,,15,39.66,,,,,,,2,2.0,Appartement,40.0,2.0,,,,,,5.653504,45.846224
99,2016-3978,2016-02-02,1,Vente,160000.0,,,A CRAPIER,B092,1150.0,1202,Lagnieu,1,,,012020000F1422,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,85.0,5.355959,45.894412
100,2016-4016,2016-02-22,1,Vente,270.0,,,SUR MEUILLAT,B103,1580.0,1240,Matafelon-Granges,1,,,012400000C1010,,,,,,,,,,,,,0,,,,,L,landes,,,1230.0,5.571619,46.274327
101,2016-4041,2016-02-18,1,Vente,10127.51,,,MAISON VIEILLE,B085,1110.0,1311,Prémillieu,1,,,013110000D0839,,,,,,,,,,,,,0,,,,,P,prés,,,9102.0,5.540546,45.874107
102,2016-4076,2016-02-11,1,Vente,125000.0,,,CERDON,B011,1450.0,1068,Cerdon,1,,,010680000A0903,,,,,,,,,,,,,0,,,,,S,sols,,,116.0,5.466111,46.081487
103,2016-4103,2016-01-27,1,Vente,6000.0,,,MERMETTE,B213,1680.0,1216,Lhuis,1,,,012160000D0600,,,,,,,,,,,,,0,,,,,L,landes,,,4322.0,5.533478,45.764393
104,2016-4146,2016-03-04,2,Vente,17500.0,,,LA GRANDE CRA,B226,1230.0,1384,Saint-Rambert-en-Bugey,1,,,01384000AI0257,,,,,,,,,,,,,0,,,,,S,sols,,,12.0,5.460595,45.950778
105,2016-4185,2016-02-22,1,Vente,34500.0,51.0,,RUE DU GEN DE GAULLE,61,1100.0,1014,Arbent,1,,,01014000AC0220,,,,,,,,,,,,,0,1.0,Maison,45.0,2.0,S,sols,,,76.0,5.673599,46.27269
106,2016-4223,2016-02-18,1,Vente en l'état futur d'achèvement,1850000.0,,,LA TATE,B160,1220.0,1143,Divonne-les-Bains,1,,,011430000H1626,,,103.0,,,,,,,,,,1,,,,,,,,,,6.149091,46.364793
107,2016-4264,2016-03-04,1,Vente,57000.0,16.0,,RUE JEAN JAURES,390,1500.0,1004,Ambérieu-en-Bugey,1,,,01004000BS0206,,,3.0,,6,,,,,,,,2,2.0,Appartement,45.0,2.0,,,,,,5.342775,45.955272
108,2016-4314,2016-02-29,2,Vente,,,,SOUS MALPARTUY,B089,1200.0,1044,Billiat,1,,,010440000D0139,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1825.0,5.807074,46.066116
109,2016-4337,2016-03-01,1,Vente en l'état futur d'achèvement,1504439.0,,,LA TATE,B160,1220.0,1143,Divonne-les-Bains,1,,,011430000H1626,,,129.0,,,,,,,,,,1,,,,,,,,,,6.149091,46.364793
110,2016-4375,2016-02-12,1,Vente,3500.0,,,LA COTE,B026,1680.0,1233,Marchamp,1,,,01233000AN0032,,,,,,,,,,,,,0,,,,,T,terres,,,1020.0,5.541244,45.784822
111,2016-4421,2016-03-15,1,Vente,290000.0,2.0,B,RUE DU RECULET,210,1630.0,1354,Saint-Genis-Pouilly,1,,,01354000AX0008,,,556.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.02778,46.24571
