,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
1458,2016-63758,2016-12-09,1,Vente,396000.0,806.0,,CHE DE PEIDESSALLE,242,6560.0,6152,Valbonne,6,,,06152000BZ0040,,,192.0,94.33,,,,,,,,,1,2.0,Appartement,96.0,4.0,,,,,,7.032881,43.637957
1459,2016-63798,2016-12-12,1,Vente,1195000.0,1227.0,,CHE DES COLLES,563,6740.0,6038,Châteauneuf-Grasse,6,,,06038000AT0052,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,314.0,0.0,S,sols,,,1000.0,6.989102,43.655324
1460,2016-63835,2016-12-16,1,Vente en l'état futur d'achèvement,219000.0,,,LEI MOURLANCHINIES,B034,6510.0,6033,Carros,6,,,060330000D5869,,,53.0,16.5,,,,,,,,,1,,,,,,,,,,7.201607,43.770273
1461,2016-63878,2016-12-10,2,Echange,332.0,,,LES GRAS,B021,6460.0,6058,Escragnolles,6,,,060580000C1511,,,,,,,,,,,,,0,,,,,P,prés,,,199.0,6.768297,43.725859
1462,2016-63923,2016-12-13,2,Vente,69000.0,,,LE VILLAGE,B048,6650.0,6089,Opio,6,,,060890000A1324,,,,,,,,,,,,,0,,,,,T,terres,,,645.0,,
1463,2016-63962,2016-12-23,1,Vente,333500.0,,,PICOURENC,B028,6530.0,6095,Peymeinade,6,,,06095000AN0012,,,,,,,,,,,,,0,,,,,S,sols,,,50.0,6.887552,43.638758
1464,2016-63993,2016-12-30,1,Vente,41435.0,,,BAS CHARRIER,B010,6850.0,6116,Saint-Auban,6,,,061160000E1051,,,,,,,,,,,,,0,,,,,S,sols,,,70.0,6.732967,43.822604
1465,2016-64026,2016-10-13,1,Adjudication,1550000.0,,,LE PRE DE L EVEQUE,B038,6650.0,6089,Opio,6,,,060890000A0944,,,,,,,,,,,,,0,,,,,S,sols,,,3884.0,,
1466,2016-64073,2016-01-11,1,Vente,235200.0,55.0,A,BD MAL JUIN,2055,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BK0269,,,17.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.151461,43.657655
1467,2016-64114,2016-01-18,1,Vente en l'état futur d'achèvement,3495030.0,,,LES VESPINS,B035,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AO0222,,,206.0,,,,,,,,,,1,,,,,,,,,,7.180334,43.66062
1468,2016-64143,2016-01-14,1,Vente,28000.0,66.0,,AV PAUL CEZANNE,683,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AV0163,,,102.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.1797,43.666853
1469,2016-64189,2016-01-29,1,Vente,180000.0,30.0,,CHE DES PETITS PLANS,2560,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BK0248,,,137.0,42.5,,,,,,,,,1,2.0,Appartement,43.0,2.0,,,,,,7.151742,43.659371
1470,2016-64247,2016-02-02,1,Vente en l'état futur d'achèvement,180000.0,,,LE GRIMOND,B012,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AZ0285,,,37.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.183472,43.673447
1471,2016-64295,2016-02-15,1,Vente,518400.0,,,LES GARDETTES,B008,6570.0,6128,Saint-Paul-de-Vence,6,,,06128000AC0186,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,40.0,,
1472,2016-64350,2016-02-17,1,Vente en l'état futur d'achèvement,273900.0,,,AV DE GRASSE,1480,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BL0329,,,45.0,,,,,,,,,,1,,,,,,,,,,7.144136,43.657375
1473,2016-64384,2016-02-25,1,Vente,98000.0,20.0,,RUE JEAN FERAUD,1740,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BV0177,,,53.0,24.35,,,,,,,,,1,2.0,Appartement,25.0,1.0,,,,,,7.149031,43.665347
1474,2016-64435,2016-03-02,1,Vente en l'état futur d'achèvement,1096800.0,,,LES DEFOUSSATS,B026,6480.0,6044,La Colle-sur-Loup,6,,,06044000AY0147,,,11.0,,,,,,,,,,1,,,,,,,,,,7.118845,43.68
1475,2016-64483,2016-03-10,1,Vente,230000.0,85.0,,AV DE GRASSE,1480,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BP0195,,,58.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.131199,43.659635
1476,2016-64535,2016-03-15,1,Vente en l'état futur d'achèvement,198700.0,,,AV DE GRASSE,1480,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BL0329,,,7.0,,,,,,,,,,1,,,,,,,,,,7.144136,43.657375
1477,2016-64576,2016-03-15,1,Vente en l'état futur d'achèvement,1469875.0,220.0,,AV DES GLYCINES,405,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AO0265,,,84.0,,,,,,,,,,1,,,,,,,,,,7.181556,43.658334
1478,2016-64624,2016-03-10,1,Vente,181000.0,5.0,,AV DES VESPINS,3460,6800.0,6027,Cagnes-sur-Mer,6,,,06027000AY0067,,,50.0,,73,36.5,,,,,,,2,2.0,Appartement,37.0,1.0,,,,,,7.175425,43.657227
1479,2016-64632,2016-03-18,1,Vente en l'état futur d'achèvement,3191826.1,,,,,,6027,Cagnes-sur-Mer,6,,,06027000AH0122,,,910.0,,,,,,,,,,1,,,,,,,,,,7.132108,43.66861
1480,2016-64673,2016-03-16,1,Vente,225000.0,50.0,,RTE DE FRANCE,1310,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BP0010,,,79.0,,90,65.29,,,,,,,2,2.0,Appartement,66.0,3.0,,,,,,7.134329,43.662555
1481,2016-64706,2016-03-31,1,Vente,305650.0,6.0,,ALL DU BOIS VAUGRENIER,120,6270.0,6161,Villeneuve-Loubet,6,,,06161000AZ0001,,,296.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.122347,43.635932
1482,2016-64755,2016-04-25,1,Vente,517000.0,646.0,,AV DES PLANTIERS,741,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AZ0219,,,187.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.181498,43.674582
1483,2016-64812,2016-04-26,1,Vente,120000.0,26.0,,PROM DE LA PLAGE,2650,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BD0103,,,10.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.15816,43.654811
1484,2016-64847,2016-04-18,1,Vente,157200.0,17.0,,AV AUGUSTE RENOIR,120,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BT0170,,,214.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.149648,43.663941
1485,2016-64895,2016-05-04,1,Vente en l'état futur d'achèvement,303000.0,,,RUE ROBERT LECAT,2789,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BT0070,,,16.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.151166,43.663912
1486,2016-64947,2016-05-17,1,Vente,340000.0,8.0,,RUE LEO LAGRANGE,1910,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BD0451,,,100.0,67.35,,,,,,,,,1,2.0,Appartement,66.0,2.0,,,,,,7.159168,43.655407
1487,2016-64992,2016-05-18,1,Vente,225000.0,29.0,,CHE DES PETITS PLANS,2560,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BK0208,,,9.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.152848,43.658251
1488,2016-65027,2016-05-18,1,Vente en l'état futur d'achèvement,1967865.5,,,AV SAINT HUBERT,884,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AO0201,,,61.0,,,,,,,,,,1,,,,,,,,,,7.178202,43.658921
1489,2016-65062,2016-05-31,1,Vente,107000.0,11.0,,AV DES ORANGERS,650,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AL0103,,,208.0,,281,24.55,,,,,,,2,2.0,Appartement,24.0,1.0,,,,,,7.194081,43.664529
1490,2016-65108,2016-05-31,1,Vente,388500.0,4315.0,,MOYENNE CORNICHE PUGETS,613,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000BR0397,,,,,,,,,,,,,0,1.0,Maison,105.0,4.0,S,sols,,,856.0,7.171098,43.711372
1491,2016-65153,2016-06-09,1,Vente en l'état futur d'achèvement,186000.0,15.0,,CHE DES COLLES,770,6800.0,6027,Cagnes-sur-Mer,6,,,06027000AN0355,,,8.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.137895,43.665525
1492,2016-65189,2016-05-27,1,Vente,300000.0,8.0,,AV DU DOMAINE DU LOUP,1091,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BO0066,,,816.0,,906,,,,,,,,2,2.0,Appartement,57.0,2.0,,,,,,,
1493,2016-65231,2016-06-17,1,Vente,550000.0,,,LES SERRES,B021,6570.0,6128,Saint-Paul-de-Vence,6,,,06128000AP0208,,,,,,,,,,,,,0,,,,,S,sols,,,182.0,7.120621,43.684964
1494,2016-65276,2016-06-29,1,Vente,315000.0,721.0,,AV DU GAL DE GAULLE,396,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AT0356,,,3047.0,117.56,,,,,,,,,1,2.0,Appartement,118.0,5.0,,,,,,7.19083,43.668751
1495,2016-65327,2016-04-07,1,Adjudication,1381000.0,61.0,,AV DES JARDINS DE FRANCE,207,6480.0,6044,La Colle-sur-Loup,6,,,06044000AB0077,,,,,,,,,,,,,0,1.0,Maison,190.0,6.0,S,sols,,,500.0,7.092622,43.700043
1496,2016-65387,2016-07-01,1,Vente,48000.0,,,LE COULADON,B024,6480.0,6044,La Colle-sur-Loup,6,,,06044000BT0037,,,,,,,,,,,,,0,,,,,S,sols,,,3532.0,7.081037,43.685376
1497,2016-65420,2016-07-08,1,Vente,167000.0,51.0,,AV DE VERDUN,3440,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BR0026,,,13.0,,140,58.15,,,,,,,2,2.0,Appartement,60.0,3.0,,,,,,7.145988,43.663751
1498,2016-65469,2016-07-20,1,Vente en l'état futur d'achèvement,470000.0,12.0,,AV DE CANNES,497,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BI0058,,,39.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.149284,43.654791
1499,2016-65516,2016-07-22,1,Vente,180000.0,285.0,,BD MARCEL PAGNOL,571,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AP0319,,,63.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.181828,43.667082
1500,2016-65565,2016-06-09,1,Vente,543956.8,55.0,,CHE DU VAL FLEURI,3330,6800.0,6027,Cagnes-sur-Mer,6,,,06027000AZ0048,,,32.0,,,,,,,,,,1,3.0,Dépendance,12.0,0.0,,,,,,7.168928,43.664451
1501,2016-65618,2016-07-27,1,Vente,427500.0,95.0,,CHE DE SAINTE COLOMBE,3020,6800.0,6027,Cagnes-sur-Mer,6,,,06027000AA0145,,,,,,,,,,,,,0,1.0,Maison,88.0,3.0,S,sols,,,573.0,7.133153,43.678157
1502,2016-65665,2016-06-20,1,Vente,191000.0,,,LES HAUTS VALS DE CAGNES,B047,6800.0,6027,Cagnes-sur-Mer,6,,,06027000DA0078,,,,,,,,,,,,,0,,,,,T,terres,,,4646.0,,
1503,2016-65721,2016-08-17,1,Vente,286000.0,31.0,,ALL DES TOMALINES VAUGRENIER,741,6270.0,6161,Villeneuve-Loubet,6,,,06161000BC0405,,,3527.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.118051,43.634492
1504,2016-65774,2016-08-16,1,Vente,200000.0,977.0,,AV DOC JULIEN LEFEBVRE,255,6270.0,6161,Villeneuve-Loubet,6,,,06161000AX0116,,,226.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.12892,43.628872
1505,2016-65822,2016-08-25,1,Vente,400000.0,22.0,,AV DU GENERAL JOUHAUD,344,6270.0,6161,Villeneuve-Loubet,6,,,06161000AO0195,,,,,,,,,,,,,0,1.0,Maison,64.0,3.0,S,sols,,,404.0,7.13653,43.644213
1506,2016-65877,2016-08-30,1,Vente,122500.0,71.0,,AV DU CASTEL,173,6270.0,6161,Villeneuve-Loubet,6,,,06161000AY0048,,,327.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,,
1507,2016-65935,2016-09-20,1,Vente,232000.0,681.0,,AV DES PUGETS,805,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000BD0040,,,22.0,48.81,,,,,,,,,1,2.0,Appartement,48.0,2.0,,,,,,7.186355,43.68113
1508,2016-65987,2016-09-21,1,Vente,335000.0,24.0,,CHE DE SAINTE COLOMBE,3020,6800.0,6027,Cagnes-sur-Mer,6,,,06027000AK0128,,,10.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.140778,43.670615
1509,2016-66037,2016-09-15,1,Vente,310000.0,43.0,,AV DES OLIVIERS,640,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AT0368,,,38.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.192104,43.670081
1510,2016-66091,2016-10-10,1,Vente,120000.0,7.0,,BD J F KENNEDY,1815,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BI0125,,,330.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.152261,43.654124
1511,2016-66141,2016-09-30,1,Vente,155000.0,76.0,,RUE JEAN ANTOINE CARLON,475,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AT0359,,,148.0,37.27,,,,,,,,,1,2.0,Appartement,37.0,2.0,,,,,,7.192273,43.668604
1512,2016-66189,2016-09-29,1,Vente,365000.0,7.0,,AV JEANNE D ARC,490,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AR0370,,,75.0,72.4,,,,,,,,,1,2.0,Appartement,70.0,3.0,,,,,,7.187858,43.663243
1513,2016-66241,2016-09-20,1,Vente,117000.0,240.0,,AV PAUL CEZANNE,683,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AV0253,,,1034.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.18006,43.66785
1514,2016-66290,2016-06-23,1,Adjudication,16000.0,466.0,,RTE DE LA GARE,395,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AM0223,,,13.0,,14,,8.0,,,,,,3,4.0,Local industriel. commercial ou assimilé,15.0,0.0,,,,,,7.194738,43.662146
1515,2016-66335,2016-10-17,1,Vente,235000.0,260.0,,BD LOUIS ROUX,570,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AW0077,,,16.0,,34,74.3,,,,,,,2,2.0,Appartement,76.0,3.0,,,,,,7.187671,43.671933
1516,2016-66388,2016-11-07,1,Vente,600000.0,5.0,,IMP DES CEDRES,580,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BB0124,,,,,,,,,,,,,0,2.0,Appartement,30.0,1.0,S,sols,,,606.0,7.168137,43.659995
1517,2016-66434,2016-11-04,1,Vente,80000.0,21.0,,RTE DE VENCE,3435,6800.0,6027,Cagnes-sur-Mer,6,,,06027000AB0082,,,48.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.140531,43.675851
1518,2016-66476,2016-11-16,1,Vente,319000.0,9008.0,,RUE DE LA FOUX,1285,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BI0127,,,2.0,,289,77.86,,,,,,,2,2.0,Appartement,63.0,3.0,,,,,,7.152427,43.653564
1519,2016-66530,2016-11-07,1,Vente,1385500.0,9023.0,,CHE DU VALLON DES VAUX,3390,6800.0,6027,Cagnes-sur-Mer,6,,,06027000AP0037,,,,,,,,,,,,,0,2.0,Appartement,96.0,4.0,S,sols,,,1000.0,7.161571,43.67244
1520,2016-66581,2016-11-25,1,Vente,1040000.0,123.0,,CHE DE LA MAURE,2110,6800.0,6027,Cagnes-sur-Mer,6,,,06027000CL0035,,,,,,,,,,,,,0,1.0,Maison,223.0,5.0,S,sols,,,1000.0,7.160132,43.690708
1521,2016-66631,2016-11-29,2,Vente,1100000.0,,,SAINT ETIENNE,B015,6570.0,6128,Saint-Paul-de-Vence,6,,,06128000AR0275,,,,,,,,,,,,,0,,,,,T,terres,,,331.0,7.117017,43.689607
1522,2016-66658,2016-12-13,1,Vente,225000.0,33.0,,CHE DES NOISETIERS,2303,6800.0,6027,Cagnes-sur-Mer,6,,,06027000CD0040,,,117.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.167357,43.675059
1523,2016-66709,2016-12-06,1,Vente,263000.0,31.0,,ALL DES JACINTHES,1712,6800.0,6027,Cagnes-sur-Mer,6,,,06027000AX0160,,,11.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.17312,43.662155
1524,2016-66759,2016-12-14,1,Vente,235000.0,1544.0,,COR FAHNESTOCK,325,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000BD0070,,,9.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.180637,43.681542
1525,2016-66809,2016-12-21,1,Vente,50000.0,1265.0,,CHE DU CERCLE,100,6570.0,6128,Saint-Paul-de-Vence,6,,,06128000AP0316,,,,,,,,,,,,,0,,,,,S,sols,,,196.0,7.120687,43.684416
1526,2016-66862,2016-12-22,2,Vente,156010.0,17.0,,RUE DE L EGLISE,1130,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BT0106,,,10.0,,38,38.73,,,,,,,2,2.0,Appartement,45.0,2.0,,,,,,7.151219,43.662943
1527,2016-66891,2016-12-22,1,Vente en l'état futur d'achèvement,3160192.2,,,MONTMUILLE,B043,6480.0,6044,La Colle-sur-Loup,6,,,06044000BO0015,,,19.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.098091,43.685762
1528,2016-66924,2016-12-30,1,Vente en l'état futur d'achèvement,2706845.0,23.0,,CHE DU VALLON DES VAUX,3390,6800.0,6027,Cagnes-sur-Mer,6,,,06027000AP0037,,,37.0,,,,,,,,,,1,,,,,,,,,,7.161571,43.67244
1529,2016-66949,2016-01-11,1,Vente,450000.0,800.0,,CHE DE CAMPANE,367,7700.0,7042,Bourg-Saint-Andéol,7,,,07042000AL0262,,,,,,,,,,,,,0,,,,,VI,vignes,,,550.0,4.640673,44.407307
1530,2016-66993,2016-01-12,1,Vente,129000.0,,,BERTRAUD,B002,7800.0,7349,La Voulte-sur-Rhône,7,,,07349000AM0216,,,,,,,,,,,,,0,,,,,J,jardins,,,117.0,4.780114,44.805069
1531,2016-67028,2016-01-20,1,Vente,25000.0,5264.0,,LES ALLEVARDS,B001,7530.0,7011,Vallées-d'Antraigues-Asperjoc,7,7011.0,Antraigues-sur-Volane,07011000AL0075,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,J,jardins,,,357.0,4.357959,44.719618
1532,2016-67060,2016-01-08,1,Vente,180000.0,,,LAFARE,B043,7700.0,7264,Saint-Marcel-d'Ardèche,7,,,07264000AR0221,,,,,,,,,,,,,0,,,,,S,sols,,,385.0,4.606903,44.32749
1533,2016-67089,2016-01-27,1,Vente,320000.0,,,VAQUE,B049,7800.0,7027,Beauchastel,7,,,070270000B0175,,,,,,,,,,,,,0,,,,,L,landes,,,43170.0,4.798372,44.839363
1534,2016-67118,2016-02-02,1,Vente,284000.0,,,LE GRAS,B066,7200.0,7230,Saint-Étienne-de-Boulogne,7,,,072300000B0584,,,,,,,,,,,,,0,,,,,L,landes,,,650.0,4.487145,44.707389
1535,2016-67156,2016-02-12,1,Vente,4500.0,,,ROMAINGIER,B109,7210.0,7194,Rochessauve,7,,,07194000AD0104,,,,,,,,,,,,,0,,,,,L,landes,,,2780.0,4.614184,44.676643
1536,2016-67205,2016-01-29,1,Vente,129000.0,,,LES VIGNES,B038,7380.0,7065,Chirols,7,,,07065000AI0288,,,,,,,,,,,,,0,,,,,P,prés,,,585.0,4.295638,44.682083
1537,2016-67248,2016-02-12,1,Vente,130000.0,,,LE SALAUZON,B068,7400.0,7332,Valvignères,7,,,07332000AE0011,,,,,,,,,,,,,0,,,,,T,terres,,,4640.0,4.585951,44.524965
1538,2016-67273,2016-02-19,1,Vente,1600.0,,,PLANOU,B062,7250.0,7198,Rompon,7,,,07198000AC0106,,,,,,,,,,,,,0,,,,,T,terres,,,1990.0,4.739211,44.785717
1539,2016-67290,2016-02-08,1,Vente,110000.0,5552.0,,PAROT,B057,7700.0,7264,Saint-Marcel-d'Ardèche,7,,,07264000AO0266,,,,,,,,,,,,,0,1.0,Maison,79.0,3.0,J,jardins,,,1006.0,4.613445,44.324704
1540,2016-67311,2016-02-29,1,Vente,260000.0,,,PRA GRAND,B144,7450.0,7045,Burzet,7,,,07045000AE0475,,,,,,,,,,,,,0,,,,,P,prés,,,3650.0,4.231965,44.745781
1541,2016-67346,2016-02-17,1,Vente,18000.0,,,BECHON,B006,7580.0,7247,Saint-Jean-le-Centenier,7,,,07247000AN0078,,,,,,,,,,,,,0,,,,,VI,vignes,,,2126.0,4.517669,44.577387
1542,2016-67374,2016-02-24,1,Vente,160000.0,,,LA PLAINE,B044,7120.0,7115,Labeaume,7,,,071150000G0191,,,,,,,,,,,,,0,,,,,T,terres,,,2370.0,4.302893,44.465922
1543,2016-67407,2016-03-02,1,Vente,38800.0,,,VESTIDE,B154,7510.0,7075,Cros-de-Géorand,7,,,07075000AB0348,,,,,,,,,,,,,0,,,,,P,prés,,,27569.0,4.154002,44.827165
1544,2016-67445,2016-03-02,1,Vente,8465.5,,,CHAMP D OLIVET,B022,7210.0,7194,Rochessauve,7,,,07194000AK0117,,,,,,,,,,,,,0,,,,,T,terres,,,3600.0,4.642371,44.695773
1545,2016-67477,2016-03-11,1,Vente,250000.0,51.0,,IMP DU PARADIS,19,7000.0,7090,Flaviac,7,,,07090000AD0463,,,,,,,,,,,,,0,1.0,Maison,110.0,5.0,S,sols,,,645.0,4.662347,44.742095
1546,2016-67512,2016-03-03,1,Vente,500.0,,,LES FAIS,B032,7530.0,7139,Laviolle,7,,,07139000AN0014,,,,,,,,,,,,,0,,,,,PA,pâtures,PATUR,Pâture plantée,2815.0,4.327868,44.760338
1547,2016-67562,2016-03-18,1,Vente,36000.0,63.0,,BD JEAN JAURES,400,7400.0,7319,Le Teil,7,,,07319000BE0519,,,38.0,,,,,,,,,,1,2.0,Appartement,44.0,2.0,,,,,,4.681286,44.546433
1548,2016-67583,2016-03-11,1,Vente,64000.0,5505.0,,SARABACHE,B068,7110.0,7029,Beaumont,7,,,070290000A0717,,,,,,,,,,,,,0,1.0,Maison,70.0,4.0,S,sols,,,55.0,4.183934,44.55758
1549,2016-67623,2016-03-30,1,Vente,75000.0,,,LE VILLAGE,B084,7590.0,7206,Saint-Alban-en-Montagne,7,,,07206000AM0072,,,,,,,,,,,,,0,,,,,J,jardins,,,246.0,3.909331,44.703174
1550,2016-67668,2016-03-30,1,Vente,70000.0,18.0,,RUE GRANDE RUE,92,7220.0,7346,Viviers,7,,,07346000AP0239,,,2.0,47.79,,,,,,,,,1,2.0,Appartement,51.0,2.0,,,,,,4.689692,44.481733
1551,2016-67712,2016-04-12,1,Vente,10000.0,6505.0,,RUE DE LA REPUBLIQUE,190,7210.0,7066,Chomérac,7,,,070660000F0967,,,2.0,52.33,3,48.79,,,,,,,2,1.0,Maison,50.0,1.0,,,,,,,
1552,2016-67749,2016-04-01,2,Vente,2523.0,,,LA VIEILLE,B042,7000.0,7146,Lyas,7,,,071460000E0503,,,,,,,,,,,,,0,,,,,B,bois,CHENE,Chênes,559.0,4.573932,44.744261
1553,2016-67771,2016-04-07,1,Vente,1100.0,,,GRATTE,B018,7230.0,7088,Faugères,7,,,070880000D0055,,,,,,,,,,,,,0,,,,,L,landes,PATUR,Pâture plantée,532.0,4.141499,44.467877
1554,2016-67799,2016-03-23,1,Vente,160000.0,,,COMBEGAYRE SUD,B029,7200.0,7019,Aubenas,7,,,070190000E3672,,,51.0,,,,,,,,,,1,,,,,S,sols,,,160.0,4.375203,44.621125
1555,2016-67835,2016-04-07,1,Vente,11000.0,,,COMBE LONGUE,B176,7140.0,7147,Malarce-sur-la-Thines,7,,,071473200C0408,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,6314.0,4.035372,44.492441
1556,2016-67851,2016-04-07,2,Vente,1350.0,,,CHAMBRE,B025,7170.0,7159,Mirabel,7,,,071590000E0894,,,,,,,,,,,,,0,,,,,T,terres,,,225.0,4.498393,44.605153
1557,2016-67871,2016-04-08,1,Vente,4250.0,,,LES BUJARELLES,B017,7200.0,7230,Saint-Étienne-de-Boulogne,7,,,072300000C0492,,,,,,,,,,,,,0,,,,,L,landes,,,7335.0,4.480354,44.691473
1558,2016-67904,2016-04-20,1,Vente,215000.0,,,VIEUX SAINT LAGER,B057,7210.0,7260,Saint-Lager-Bressac,7,,,07260000ZI0169,,,,,,,,,,,,,0,,,,,PA,pâtures,PATUR,Pâture plantée,1339.0,4.701159,44.689511
1559,2016-67924,2016-04-15,1,Vente,30000.0,,,LES COSTES EST,B063,7450.0,7045,Burzet,7,,,07045000AH0618,,,,,,,,,,,,,0,,,,,P,prés,,,288.0,4.252013,44.753635
1560,2016-67971,2016-04-27,1,Vente,205000.0,,,LA RODE SUD,B196,7230.0,7117,Lablachère,7,,,071170000C2028,,,,,,,,,,,,,0,,,,,T,terres,,,134.0,4.216512,44.465702
1561,2016-68002,2016-05-03,1,Vente,2000.0,,,COURNAIRET,B026,7210.0,7022,Baix,7,,,07022000AP0095,,,,,,,,,,,,,0,,,,,VE,vergers,,,3560.0,4.766031,44.700991
1562,2016-68028,2016-04-08,1,Vente,210000.0,,,L HUBAC DU BOSC,B023,7380.0,7065,Chirols,7,,,07065000AE0097,,,,,,,,,,,,,0,,,,,S,sols,,,30.0,4.296591,44.690631
1563,2016-68058,2016-04-14,1,Vente,2634.5,,,LE PERRIER,B081,7110.0,7329,Valgorge,7,,,073290000A0258,,,,,,,,,,,,,0,,,,,L,landes,,,1475.0,4.083722,44.595559
1564,2016-68087,2016-05-10,1,Vente,216400.0,9.0,,RUE LOUIS ARAGON,372,7800.0,7349,La Voulte-sur-Rhône,7,,,07349000AB0607,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,2175.0,4.786035,44.816163
1565,2016-68126,2016-04-25,1,Vente,4000.0,,,LE CHAMBON,B004,7110.0,7193,Rocher,7,,,071930000B0149,,,,,,,,,,,,,0,,,,,T,terres,,,3120.0,4.269157,44.574316
1566,2016-68159,2016-05-13,1,Vente,19000.0,,,CHANTE DUC,B009,7400.0,7020,Aubignas,7,,,070200000B1168,,,,,,,,,,,,,0,,,,,L,landes,,,1380.0,4.62871,44.583873
1567,2016-68194,2016-04-08,1,Vente,27798.0,,,LES PRES SOUS LE VILLAGE,B023,7660.0,7105,Issanlas,7,,,071050000C1319,,,,,,,,,,,,,0,,,,,P,prés,,,4860.0,4.020615,44.764357
1568,2016-68208,2016-05-13,2,Vente,159000.0,,,LA CABRE,B005,7700.0,7259,Saint-Just-d'Ardèche,7,,,072590000B1282,,,,,,,,,,,,,0,,,,,S,sols,,,170.0,4.6145,44.308342
