,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
457,2017-18704,2017-09-27,1,Vente,160000.0,10.0,,PL DUFOUR DENELLE,1850,2100.0,2691,Saint-Quentin,2,,,02691000AL0102,,,,,,,,,,,,,0,2.0,Appartement,35.0,2.0,S,sols,,,151.0,3.279209,49.843467
458,2017-18750,2017-10-04,1,Vente,1.0,,,CHEMIN DE GRICOURT,B017,2100.0,2691,Saint-Quentin,2,,,02691000ZI0259,,,,,,,,,,,,,0,,,,,S,sols,,,27.0,3.267632,49.865681
459,2017-18769,2017-10-20,1,Vente,1.0,6.0,,RUE BERTHELOT,570,2100.0,2691,Saint-Quentin,2,,,02691000BI0163,,,,,,,,,,,,,0,1.0,Maison,94.0,7.0,S,sols,,,300.0,3.280013,49.853934
460,2017-18804,2017-11-03,1,Vente,95000.0,48.0,,RUE D EN HAUT,23,2110.0,2112,Brancourt-le-Grand,2,,,021120000D0638,,,,,,,,,,,,,0,1.0,Maison,135.0,5.0,S,sols,,,750.0,3.374823,49.972571
461,2017-18869,2017-10-27,1,Vente,65000.0,,,LA CITE DAVID ET MAIGRET,B025,2100.0,2691,Saint-Quentin,2,,,02691000DE0276,,,,,,,,,,,,,0,,,,,S,sols,,,67.0,3.272719,49.855366
462,2017-18924,2017-11-17,1,Vente,120000.0,23.0,,RUE DE OESTRES,48,2680.0,2257,Dallon,2,,,022570000B0556,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,105.0,0.0,S,sols,,,1105.0,3.244099,49.822205
463,2017-18965,2017-11-28,1,Vente en l'état futur d'achèvement,178800.0,108.0,B,AV DE LA REPUBLIQUE,4840,2100.0,2691,Saint-Quentin,2,,,02691000BO0117,,,95,,,,,,,,,,1,2.0,Appartement,44.0,2.0,,,,,,3.306726,49.859701
464,2017-19013,2017-12-05,1,Vente,62900.0,105.0,,RUE VOLTAIRE,5720,2100.0,2691,Saint-Quentin,2,,,02691000AE0239,,,12,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,3.289807,49.841665
465,2017-19052,2017-12-09,1,Vente,136400.0,14.0,,RUE PAUL VAILLANT COUTURIER,250,2430.0,2340,Gauchy,2,,,02340000AI0090,,,,,,,,,,,,,0,1.0,Maison,77.0,5.0,S,sols,,,797.0,3.283773,49.829457
466,2017-19114,2017-12-16,1,Vente,160000.0,38.0,,RUE DE OESTRES,48,2680.0,2257,Dallon,2,,,022570000B0440,,,,,,,,,,,,,0,1.0,Maison,102.0,5.0,S,sols,,,564.0,3.247039,49.824058
467,2017-19158,2017-11-29,1,Vente,159500.0,8.0,,RUE DU SOUVENIR,56,2240.0,2483,Mézières-sur-Oise,2,,,024830000C0319,,,,,,,,,,,,,0,1.0,Maison,160.0,7.0,S,sols,,,369.0,3.398562,49.782257
468,2017-19174,2017-12-28,2,Vente,262200.0,42.0,,RUE DE LA POMME ROUGE,4600,2100.0,2691,Saint-Quentin,2,,,02691000AM0252,,,,,,,,,,,,,0,2.0,Appartement,40.0,3.0,S,sols,,,88.0,3.27804,49.847374
469,2017-19189,2017-12-29,1,Vente,92000.0,169.0,,RUE BENEZET,550,2100.0,2691,Saint-Quentin,2,,,02691000AY0533,,,,,,,,,,,,,0,1.0,Maison,75.0,4.0,S,sols,,,74.0,3.302162,49.849282
470,2017-19238,2017-01-04,1,Vente,10000.0,,,LE VILLAGE,B018,2200.0,2485,Missy-aux-Bois,2,,,024850000A0064,,,,,,,,,,,,,0,,,,,T,terres,,,440.0,3.253258,49.335516
471,2017-19272,2017-01-13,1,Vente,425000.0,,,LA GOUTTE D OR,B022,2130.0,2233,Cramaille,2,,,02233000ZD0006,,,,,,,,,,,,,0,,,,,P,prés,,,40740.0,3.428814,49.236012
472,2017-19312,2017-01-16,1,Vente,18000.0,,,AU DESSUS DE LA PERLE,B002,2200.0,2477,Mercin-et-Vaux,2,,,024770000C0765,,,,,,,,,,,,,0,,,,,T,terres,,,1118.0,3.268723,49.372898
473,2017-19321,2017-01-27,1,Vente,1360000.0,,,LES GAINS,B052,2200.0,2154,Chacrise,2,,,021540000D0150,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,460.0,3.395994,49.301791
474,2017-19345,2017-02-03,1,Vente,9000.0,,,DESSOUS BRENY,B013,2210.0,2121,Breny,2,,,021210000A0342,,,,,,,,,,,,,0,,,,,J,jardins,,,515.0,3.348372,49.186497
475,2017-19363,2017-01-04,2,Vente,353200.0,,,LE MARAIS,B014,2200.0,2485,Missy-aux-Bois,2,,,024850000B0020,,,,,,,,,,,,,0,,,,,L,landes,,,2530.0,3.248481,49.341561
476,2017-19383,2017-02-03,1,Vente,120000.0,6.0,,ALL ARAMIS,48,2600.0,2810,Villers-Cotterêts,2,,,02810000AC0699,,,54,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,3.088143,49.250001
477,2017-19438,2017-02-15,1,Vente,40000.0,,,NECVIN,B043,2220.0,2711,Serches,2,,,02711000ZA0027,,,,,,,,,,,,,0,,,,,T,terres,,,4535.0,3.449968,49.343556
478,2017-19468,2017-03-01,1,Vente,2700.0,,,LE GRAND JARDIN,B046,2220.0,2224,Courcelles-sur-Vesle,2,,,02224000ZO0123,,,,,,,,,,,,,0,,,,,J,jardins,,,306.0,3.570456,49.339537
479,2017-19514,2017-03-17,1,Vente,116000.0,8.0,,RUE DU 97E REGIMENT D INFANTER,180,2000.0,2174,Chavignon,2,,,02174000AA0036,,,,,,,,,,,,,0,1.0,Maison,94.0,5.0,S,sols,,,560.0,3.518512,49.480953
480,2017-19553,2017-04-11,1,Vente,150000.0,,,CHAMP LUISANT,B039,2880.0,2131,Bucy-le-Long,2,,,02131000ZL0226,,,6,,,,,,,,,,1,,,,,AG,terrains d'agrément,JARD,Jardin d'agrément,18691.0,3.399362,49.37837
481,2017-19598,2017-04-12,1,Vente,150700.0,30.0,,RUE DE POULANDON,55,2290.0,2643,Ressons-le-Long,2,,,026430000A0538,,,,,,,,,,,,,0,1.0,Maison,95.0,5.0,S,sols,,,419.0,3.140005,49.388096
482,2017-19650,2017-05-03,1,Vente,100000.0,,,LES GREVES,B027,2210.0,2372,Hartennes-et-Taux,2,,,023720000B0709,,,,,,,,,,,,,0,,,,,J,jardins,,,1493.0,3.347313,49.274466
483,2017-19700,2017-05-03,1,Vente,50000.0,,,AV DE LAON,1190,2200.0,2722,Soissons,2,,,02722000CD0202,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,440.0,3.345961,49.394172
484,2017-19748,2017-05-23,1,Vente,105000.0,,,ORVAL,B066,2290.0,2514,Montigny-Lengrain,2,,,02514000AI0084,,,,,,,,,,,,,0,,,,,J,jardins,,,689.0,3.09079,49.373051
485,2017-19791,2017-05-31,1,Vente,140000.0,,,LE VILLAGE,B034,2600.0,2734,Taillefontaine,2,,,02734000AB0491,,,,,,,,,,,,,0,,,,,S,sols,,,13.0,3.042287,49.310739
486,2017-19834,2017-06-06,1,Vente,4000.0,,,LE PRE DE LA FALAISE,B054,2600.0,2441,Louâtre,2,,,02441000ZC0016,,,,,,,,,,,,,0,,,,,PA,pâtures,,,10550.0,3.253721,49.241151
487,2017-19877,2017-06-01,1,Vente,330000.0,31.0,,AV DE REIMS,1865,2200.0,2722,Soissons,2,,,02722000CL0038,,,,,,,,,,,,,0,2.0,Appartement,80.0,4.0,S,sols,,,90.0,3.337471,49.375004
488,2017-19921,2017-06-23,1,Vente,68000.0,70.0,,AV DE LAON,1190,2200.0,2722,Soissons,2,,,02722000BZ0382,,,457,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,3.341145,49.389997
489,2017-19960,2017-07-06,1,Vente,188000.0,,,LES JARDINS DES RUELLES,B093,2290.0,2011,Ambleny,2,,,02011000AB0049,,,,,,,,,,,,,0,,,,,J,jardins,,,1188.0,3.185515,49.381657
490,2017-20003,2017-06-21,1,Vente,128000.0,3.0,,RUE DE LA MUZE,70,2130.0,2022,Arcy-Sainte-Restitue,2,,,02022000ZA0037,,,,,,,,,,,,,0,1.0,Maison,74.0,4.0,J,jardins,,,905.0,3.460045,49.254303
491,2017-20049,2017-07-18,1,Vente,33000.0,9001.0,,RUE PAUL DOUMER,150,2220.0,2110,Braine,2,,,021100000D0452,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,551.0,3.529969,49.341139
492,2017-20087,2017-06-30,1,Vente,377500.0,33.0,,RUE MOLIERE,1430,2200.0,2722,Soissons,2,,,02722000CN0083,,,,,,,,,,,,,0,1.0,Maison,148.0,6.0,S,sols,,,477.0,3.335789,49.373553
493,2017-20116,2017-07-29,1,Vente,690000.0,,,LA PETITE VALLEE,B039,2200.0,2663,Rozières-sur-Crise,2,,,026630000B0003,,,,,,,,,,,,,0,,,,,BF,futaies feuillues,,,10000.0,3.377171,49.323351
494,2017-20155,2017-08-03,1,Vente,87000.0,5.0,,RUE DU PRE,9,2290.0,2277,Épagny,2,,,02277000AB0241,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,J,jardins,,,500.0,3.241781,49.459536
495,2017-20206,2017-08-01,2,Vente,130000.0,10.0,,RUE DE LA CARLETTE,25,2370.0,2167,Chassemy,2,,,02167000AB0666,,,,,,,,,,,,,0,1.0,Maison,82.0,3.0,S,sols,,,884.0,3.506496,49.383157
496,2017-20253,2017-08-25,1,Echange,876.0,,,LA MONTAGNE,B072,2200.0,2089,Billy-sur-Aisne,2,,,020890000B0112,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,787.0,3.370624,49.357163
497,2017-20279,2017-08-31,1,Vente,78000.0,,,RUE SAINT PIERRE,B108,2000.0,2174,Chavignon,2,,,02174000AB0242,,,,,,,,,,,,,0,,,,,S,sols,,,335.0,3.523401,49.476167
498,2017-20323,2017-09-08,1,Vente,135000.0,14.0,,AV DE BARLEMONT,75,2600.0,2810,Villers-Cotterêts,2,,,02810000BL0065,,,,,,,,,,,,,0,1.0,Maison,94.0,5.0,S,sols,,,501.0,3.079052,49.242062
499,2017-20362,2017-09-07,1,Vente,5000.0,,,LA FONTAINE D ACQUIN,B053,2220.0,2110,Braine,2,,,021100000D2176,,,,,,,,,,,,,0,,,,,S,sols,,,317.0,3.525491,49.335505
500,2017-20411,2017-09-14,1,Vente,190000.0,61.0,,BD JEANNE D ARC,1130,2200.0,2722,Soissons,2,,,02722000AS0037,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,64.0,0.0,AG,terrains d'agrément,,,400.0,3.32736,49.374903
501,2017-20452,2017-10-10,1,Vente,50000.0,18.0,,RUE DE LYON,225,2370.0,2758,Vailly-sur-Aisne,2,,,02758000AA0098,,,,,,,,,,,,,0,1.0,Maison,70.0,4.0,S,sols,,,149.0,3.518888,49.409935
502,2017-20493,2017-09-30,1,Vente,81000.0,31.0,,RUE DE COURTY MONTIER,24,2880.0,2739,Terny-Sorny,2,,,027390000B0267,,,,,,,,,,,,,0,1.0,Maison,70.0,4.0,S,sols,,,640.0,3.363636,49.446619
503,2017-20535,2017-10-14,1,Vente,86000.0,,,LA GRANDE PIECE,B024,2200.0,2663,Rozières-sur-Crise,2,,,026630000A0320,,,,,,,,,,,,,0,,,,,T,terres,,,3676.0,3.344319,49.326055
504,2017-20570,2017-10-31,1,Vente,90000.0,1.0,,RUE BROYON,30,2880.0,2131,Bucy-le-Long,2,,,02131000AC0102,,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,J,jardins,,,1263.0,3.401012,49.389929
505,2017-20610,2017-11-08,1,Vente,23500.0,,,LE CLOS LIONNAIS,B025,2200.0,2226,Courmelles,2,,,02226000ZC0034,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1130.0,3.307928,49.34638
506,2017-20653,2017-11-27,1,Vente terrain à bâtir,55200.0,,,LES GROSSES VIGNES,B036,2200.0,2610,Pommiers,2,,,02610000ZH0413,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,639.0,3.269421,49.392134
507,2017-20677,2017-12-07,1,Vente,850.0,,,LA COTE DE CHAPELAIN,B024,2290.0,2514,Montigny-Lengrain,2,,,02514000ZB0026,,,,,,,,,,,,,0,,,,,P,prés,,,1580.0,3.100876,49.387244
508,2017-20719,2017-11-20,1,Vente,271000.0,211.0,,AV DE REIMS,209,2200.0,2805,Villeneuve-Saint-Germain,2,,,028050000B0898,,,52,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,3.34037,49.37427
509,2017-20752,2017-12-11,1,Vente,3300.0,,,LE VILLAGE,B066,2370.0,2176,Chavonne,2,,,021760000B0923,,,,,,,,,,,,,0,,,,,J,jardins,,,187.0,3.569198,49.404916
510,2017-20775,2017-12-15,1,Vente,286000.0,,,IMP DES SEQUOIAS,2144,2200.0,2722,Soissons,2,,,02722000BO0656,,,,,,,,,,,,,0,,,,,S,sols,,,104.0,3.315049,49.3823
511,2017-20811,2017-12-27,1,Vente,308500.0,38.0,,AV DE REIMS,1865,2200.0,2722,Soissons,2,,,02722000CN0005,,,,,,,,,,,,,0,2.0,Appartement,28.0,2.0,S,sols,,,493.0,3.335307,49.3751
512,2017-20848,2017-12-29,1,Vente,100000.0,31.0,,AV DE COMPIEGNE,550,2200.0,2722,Soissons,2,,,02722000BK0184,,,16,80.52,31.0,,,,,,,,2,2.0,Appartement,80.0,3.0,,,,,,3.313917,49.381213
513,2017-20876,2017-08-04,1,Vente,170000.0,3.0,B,RUE DES GRANDES ALLEES,300,2600.0,2810,Villers-Cotterêts,2,,,02810000AK0250,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,350.0,3.096839,49.256998
514,2017-20897,2017-08-01,1,Vente,3000.0,,,LA BOISE,B013,2160.0,2797,Viel-Arcy,2,,,02797000ZC0116,,,,,,,,,,,,,0,,,,,E,eaux,,,1000.0,3.632497,49.384679
515,2017-20938,2017-01-30,2,Vente,136800.0,,,L EGLISE,B048,2110.0,2769,Vaux-Andigny,2,,,02769000AC0152,,,,,,,,,,,,,0,,,,,J,jardins,,,276.0,3.515302,50.024638
516,2017-20982,2017-02-01,1,Vente,150000.0,13.0,,RUE DU GENERAL DE GAULLE,42,2500.0,2495,Mondrepuis,2,,,02495000AB0235,,,,,,,,,,,,,0,1.0,Maison,84.0,3.0,J,jardins,,,706.0,4.049655,49.96135
517,2017-21026,2017-03-03,1,Vente,132500.0,,,LA PLACE CAPLAIN,B097,2620.0,2135,Buironfosse,2,,,021350000D0128,,,,,,,,,,,,,0,,,,,PA,pâtures,,,4850.0,3.839327,49.94445
518,2017-21063,2017-03-03,1,Vente,80000.0,,,LA CITE DE BUIRE,B009,2500.0,2134,Buire,2,,,021340000A1128,,,,,,,,,,,,,0,,,,,S,sols,,,308.0,4.063065,49.91202
519,2017-21101,2017-03-27,1,Vente,70000.0,,,LE VILLAGE,B064,2170.0,2286,Esquéhéries,2,,,02286000AB0081,,,,,,,,,,,,,0,,,,,J,jardins,,,700.0,3.741818,49.984929
520,2017-21154,2017-04-06,1,Vente,70000.0,2.0,,RUE NICOLAS GRAIN,85,2120.0,2757,Vadencourt,2,,,027570000B0563,,,,,,,,,,,,,0,1.0,Maison,115.0,4.0,S,sols,,,948.0,3.576335,49.929193
521,2017-21184,2017-04-13,3,Echange,150.0,,,LE PONT A L ECU,B084,2500.0,2470,Martigny,2,,,02470000ZS0103,,,,,,,,,,,,,0,,,,,J,jardins,,,158.0,4.105922,49.858228
522,2017-21222,2017-04-14,1,Vente,90000.0,5.0,,RUE DU DOCTEUR JOSSO,114,2500.0,2031,Aubenton,2,,,020310000B0729,,,,,,,,,,,,,0,1.0,Maison,110.0,3.0,S,sols,,,438.0,4.203093,49.837721
523,2017-21253,2017-04-27,1,Vente,22641.0,,,LE MOULIN DU PETIT BOIS,B072,2260.0,2312,La Flamengrie,2,,,02312000BD0112,,,,,,,,,,,,,0,,,,,PA,pâtures,,,6442.0,3.956857,49.9964
524,2017-21291,2017-05-11,1,Vente,115000.0,78.0,B,RUE CHARLES DE GAULLE,234,2500.0,2381,Hirson,2,,,02381000AH0162,,,,,,,,,,,,,0,,,,,S,sols,,,55.0,4.083929,49.920318
525,2017-21338,2017-06-19,1,Vente,70000.0,3.0,,RUE DE RICAMBOURG,104,2120.0,2450,Macquigny,2,,,024500000A0338,,,,,,,,,,,,,0,1.0,Maison,90.0,4.0,S,sols,,,1525.0,3.552857,49.886419
526,2017-21373,2017-06-27,2,Vente,42000.0,,,LES PRES DES PAUVRES,B048,2510.0,2298,Étreux,2,,,02298000AH0450,,,,,,,,,,,,,0,,,,,PA,pâtures,,,11877.0,3.685009,50.003871
527,2017-21411,2017-06-28,1,Vente,50000.0,,,LA HAUTE FAMAINE,B072,2140.0,2109,La Bouteille,2,,,02109000ZS0022,,,,,,,,,,,,,0,,,,,PA,pâtures,,,34100.0,3.964298,49.880147
528,2017-21444,2017-07-18,1,Vente,140000.0,,,LE VILLAGE,B060,2170.0,2419,Leschelle,2,,,024190000A0184,,,,,,,,,,,,,0,,,,,PA,pâtures,,,128.0,3.769389,49.959358
529,2017-21476,2017-07-21,1,Vente,90000.0,58.0,,RUE DE LA GARE,55,2510.0,2298,Étreux,2,,,02298000AD0450,,,,,,,,,,,,,0,1.0,Maison,90.0,4.0,S,sols,,,815.0,3.658662,49.996793
530,2017-21515,2017-07-13,1,Vente,13000.0,,,LES PATURES DU BLOCKAUS,B020,2260.0,2342,Gergny,2,,,02342000AH0090,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,6530.0,3.934319,49.936652
531,2017-21539,2017-08-21,1,Vente,70000.0,,,LA RUE DE MARLE,B080,2120.0,2668,Sains-Richaumont,2,,,02668000AB0313,,,,,,,,,,,,,0,,,,,PA,pâtures,,,1024.0,3.705633,49.820451
532,2017-21577,2017-09-05,1,Vente,55000.0,11.0,B,RUE DE GUISE,110,2140.0,2789,Vervins,2,,,02789000AB0482,,,,,,,,,,,,,0,1.0,Maison,69.0,3.0,S,sols,,,279.0,3.896835,49.831565
533,2017-21615,2017-08-31,1,Vente,13040.0,,,LES BERCEAUX,B006,2510.0,2298,Étreux,2,,,02298000AD0556,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,652.0,3.660919,49.991468
534,2017-21640,2017-09-05,1,Vente,40500.0,,,FAUBOURG DE VILLERS,B029,2120.0,2361,Guise,2,,,02361000AH0631,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,155.0,3.631613,49.901256
535,2017-21681,2017-09-12,1,Vente,89000.0,5.0,,RUE PRINCIPALE,56,2140.0,2377,Haution,2,,,02377000AB0075,,,,,,,,,,,,,0,1.0,Maison,80.0,3.0,S,sols,,,610.0,3.839148,49.867724
536,2017-21722,2017-10-06,1,Vente,55000.0,2.0,,HAM DE LA TOUR GENOT,X050,2500.0,2079,Besmont,2,,,020790000A0234,,,,,,,,,,,,,0,1.0,Maison,60.0,2.0,S,sols,,,405.0,4.122258,49.825707
537,2017-21754,2017-10-19,1,Vente,130000.0,,,BUIRE FONTAINE,B017,2500.0,2031,Aubenton,2,,,02031000ZR0059,,,,,,,,,,,,,0,,,,,BP,peupleraies,,,138783.0,4.197201,49.843372
538,2017-21781,2017-10-31,1,Vente,150000.0,31.0,,RUE DU 4 SEPTEMBRE,870,2500.0,2381,Hirson,2,,,02381000AM0375,,,,,,,,,,,,,0,2.0,Appartement,50.0,2.0,J,jardins,,,122.0,4.076297,49.921988
539,2017-21809,2017-11-06,1,Vente,32288.0,,,GORGE DE LA CROIX,B076,2500.0,2031,Aubenton,2,,,02031000ZP0021,,,,,,,,,,,,,0,,,,,PA,pâtures,,,63422.0,4.188257,49.831119
540,2017-21849,2017-11-28,2,Vente,40000.0,,,LE TOURNIQUET,B156,2140.0,2391,Jeantes,2,,,02391000ZH0049,,,,,,,,,,,,,0,,,,,PA,pâtures,,,2828.0,4.063935,49.814594
541,2017-21891,2017-12-01,1,Vente,29890.0,,,BOUT DE LA GROSSE TETE,B008,2140.0,2789,Vervins,2,,,02789000AE0175,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,649.0,3.919746,49.835671
542,2017-21919,2017-12-11,1,Vente,27500.0,3.0,,RUE DE LONGANNE,98,2140.0,2608,Plomion,2,,,02608000AN0104,,,,,,,,,,,,,0,1.0,Maison,180.0,5.0,S,sols,,,447.0,4.01903,49.808151
543,2017-21966,2017-12-28,1,Vente,6500.0,,,LA REDOUTE,B050,2510.0,2298,Étreux,2,,,02298000ZB0022,,,,,,,,,,,,,0,,,,,PA,pâtures,,,5900.0,3.652898,50.001163
544,2017-22004,2017-01-12,1,Vente,3468.9,,,LA MONTAGNE D'HEURTEVILLE,B053,2810.0,2339,Gandelu,2,,,023390000C0008,,,,,,,,,,,,,0,,,,,BP,peupleraies,,,2454.0,3.201519,49.092676
545,2017-22039,2017-01-30,1,Vente,110000.0,26.0,,RUE DE L ABBE LATZ,5,2460.0,2718,Silly-la-Poterie,2,,,027180000A0269,,,,,,,,,,,,,0,1.0,Maison,61.0,3.0,J,jardins,,,853.0,3.14822,49.198456
546,2017-22075,2017-01-27,1,Vente,3405.0,,,AU DESSOUS DES BOISETS,B304,2330.0,2053,Vallées en Champagne,2,,,020536690Y0056,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,539.0,3.592468,49.024098
547,2017-22124,2017-02-02,1,Vente,20000.0,26.0,,IMP DU VILLAGE,165,2310.0,2555,Nogent-l'Artaud,2,,,02555000AB0365,,,1,,4.0,,,,,,,,2,4.0,Local industriel. commercial ou assimilé,,0.0,,,,,,3.322124,48.965843
548,2017-22166,2017-02-08,1,Vente,150000.0,22.0,,IMP DE LA GARE,44,2540.0,2281,L'Épine-aux-Bois,2,,,022810000A0448,,,,,,,,,,,,,0,1.0,Maison,106.0,5.0,J,jardins,,,856.0,3.440832,48.895985
549,2017-22208,2017-02-24,1,Vente,210000.0,,,SUR LES MAISONS BERTHEMET,B005,2400.0,2042,Azy-sur-Marne,2,,,02042000AA0029,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,PARC,Parc,5002.0,3.363051,49.00186
550,2017-22251,2017-02-27,1,Vente,200400.0,,,LES MURS BLANCS,B069,2400.0,2347,Gland,2,,,02347000ZC0160,,,,,,,,,,,,,0,,,,,VI,vignes,VAOC,Vins d'appellation d'origine contrôlée,2839.0,3.464355,49.051698
551,2017-22294,2017-03-24,1,Vente,5000.0,,,LES USAGES,B068,2650.0,2239,Crézancy,2,,,022390000A0003,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,2080.0,3.533727,49.051881
552,2017-22326,2017-03-13,1,Vente,225000.0,37.0,,GR GRANDE RUE,55,2810.0,2125,Brumetz,2,,,021250000C0994,,,,,,,,,,,,,0,,,,,S,sols,,,566.0,3.153653,49.10245
553,2017-22352,2017-04-06,1,Vente,60000.0,5.0,,RTE DE FERE EN TARDENOIS,10,2850.0,2164,Le Charmel,2,,,02164000AC0169,,,,,,,,,,,,,0,1.0,Maison,191.0,7.0,S,sols,,,1026.0,3.547797,49.110423
554,2017-22385,2017-03-30,1,Vente,8849155.0,,,DOMAINE DE SOUILLARD,B008,2400.0,2297,Étrépilly,2,,,02297000ZI0017,,,,,,,,,,,,,0,,,,,S,sols,,,429.0,3.375784,49.082305
555,2017-22430,2017-04-27,1,Vente,78000.0,4.0,,RUE DES CROCHETS HAM DE CROGIS,121,2400.0,2290,Essômes-sur-Marne,2,,,02290000AC0023,,,12,,6.0,,8.0,,,,,,3,2.0,Appartement,65.0,3.0,,,,,,3.348237,49.02508
556,2017-22467,2017-05-04,1,Vente,3000.0,,,LA RUELLOTTE,B097,2850.0,2645,Reuilly-Sauvigny,2,,,026450000B1964,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,457.0,3.571742,49.047781
557,2017-22499,2017-05-16,1,Vente,80000.0,1.0,,RTE DE MEZY MOULINS,37,2400.0,2524,Mont-Saint-Père,2,,,025240000B1852,,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,S,sols,,,1145.0,3.495442,49.074675
558,2017-22539,2017-05-15,1,Vente,147030.16,,,LE BOIS DE BARADA,B008,2130.0,2712,Sergy,2,,,027120000B0176,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3828.0,3.537485,49.157139
559,2017-22581,2017-05-29,1,Vente,195000.0,,,ARGENTOLE,B002,2850.0,2164,Le Charmel,2,,,02164000ZD0174,,,,,,,,,,,,,0,,,,,P,prés,,,7740.0,3.549272,49.100978
560,2017-22617,2017-06-09,1,Echange,32500.0,,,LES FAVERIAUX,B043,2400.0,2166,Chartèves,2,,,021660000B0170,,,,,,,,,,,,,0,,,,,T,terres,,,614.0,3.505872,49.084779
561,2017-22642,2017-05-26,1,Vente,198000.0,,,LES MONSETS,B374,2400.0,2290,Essômes-sur-Marne,2,,,02290000YS0094,,,,,,,,,,,,,0,,,,,J,jardins,,,650.0,3.376181,49.024597
562,2017-22685,2017-06-20,1,Vente,215920.0,14.0,,LE PETIT BALLOIS,B190,2400.0,2540,Nesles-la-Montagne,2,,,025400000B0583,,,,,,,,,,,,,0,1.0,Maison,148.0,5.0,S,sols,,,1089.0,3.443232,49.013149
563,2017-22723,2017-07-06,1,Vente,175000.0,23.0,,RUE DU CHATEAU,50,2130.0,2305,Fère-en-Tardenois,2,,,02305000AB0006,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,1256.0,3.514612,49.206095
564,2017-22751,2017-06-15,1,Vente,290000.0,9.0,,RUE SAINT MARTIN,1070,2400.0,2168,Château-Thierry,2,,,02168000AV0124,,,,,,,,,,,,,0,2.0,Appartement,18.0,2.0,S,sols,,,248.0,3.396517,49.045459
565,2017-22788,2017-07-13,1,Vente,173000.0,16.0,,GR GRANDE RUE,27,2540.0,2798,Viels-Maisons,2,,,027980000F0120,,,,,,,,,,,,,0,2.0,Appartement,100.0,3.0,S,sols,,,640.0,3.396877,48.896406
566,2017-22838,2017-07-12,1,Vente,90400.0,,,RUE DE LA GOUTTE D'OR,90,2130.0,2305,Fère-en-Tardenois,2,,,02305000AD0151,,,,,,,,,,,,,0,,,,,S,sols,,,446.0,3.518516,49.19565
567,2017-22875,2017-07-19,1,Vente,244815.0,,,LE COLLET DE ROUVRAY,B084,2850.0,2748,Trélou-sur-Marne,2,,,027480000A3604,,,,,,,,,,,,,0,,,,,VI,vignes,VAOC,Vins d'appellation d'origine contrôlée,158.0,3.612471,49.089947
568,2017-22926,2017-08-18,1,Vente,1203.75,,,LES BLUTRETS,B007,2400.0,2187,Chierry,2,,,02187000AH0320,,,,,,,,,,,,,0,,,,,T,terres,,,791.0,3.429956,49.0342
569,2017-22963,2017-08-11,1,Vente,195000.0,,,LES GOULOTTES,B045,2400.0,2347,Gland,2,,,02347000AA0100,,,,,,,,,,,,,0,,,,,J,jardins,,,615.0,3.461673,49.046187
570,2017-22997,2017-09-01,1,Vente,211310.0,,,COUPRU VILLAGE,B015,2310.0,2221,Coupru,2,,,022210000A0153,,,,,,,,,,,,,0,,,,,S,sols,,,45.0,3.271898,49.030431
