,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
6749,2017-268744,2017-06-20,1,Vente,25000.0,,,PLANEZE EST,B174,24190.0,24309,Neuvic,24,,,24309000AI0014,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,618.0,0.467464,45.115071
6750,2017-268754,2017-07-10,1,Vente,440000.0,,,LA FOND DE PARELOUP,B035,24400.0,24029,Beaupouyet,24,,,24029000AN0015,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,16360.0,0.302914,44.985053
6751,2017-268777,2017-06-26,1,Vente,26000.0,1004.0,,PUYBLEIX,B064,24350.0,24286,Montagrier,24,,,24286000ZH0059,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,P,prés,,,1830.0,0.48014,45.276048
6752,2017-268811,2017-07-13,1,Vente,90000.0,9.0,,AV DE PLANEZE,138,24190.0,24309,Neuvic,24,,,24309000AM0549,,,,,,,,,,,,,0,1.0,Maison,61.0,3.0,T,terres,,,933.0,0.470032,45.102492
6753,2017-268842,2017-07-10,1,Vente,17000.0,,,AU PENDANT,B170,24350.0,24200,Grand-Brassac,24,,,24200000BD0210,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2498.0,0.53433,45.282274
6754,2017-268866,2017-07-27,1,Vente,60000.0,,,LA BORIE,B011,24600.0,24586,Villetoureix,24,,,245860000D1757,,,,,,,,,,,,,0,,,,,T,terres,,,717.0,0.34598,45.263081
6755,2017-268900,2017-08-10,1,Vente,3000.0,,,LE CHATEAU,B022,24400.0,24465,Saint-Michel-de-Double,24,,,24465000AO0017,,,,,,,,,,,,,0,,,,,P,prés,,,3059.0,0.298981,45.08287
6756,2017-268928,2017-08-10,1,Vente,90000.0,19.0,,RUE DE FOIX DE CANDALLE,466,24700.0,24294,Montpon-Ménestérol,24,,,24294000AI0263,,,,,,,,,,,,,0,1.0,Maison,175.0,6.0,S,sols,,,728.0,0.158874,45.006822
6757,2017-268956,2017-08-22,1,Vente,157200.0,,,LA FONTANELLE,B073,24700.0,24264,Ménesplet,24,,,242640000D1518,,,,,,,,,,,,,0,,,,,T,terres,,,394.0,0.118026,45.003308
6758,2017-268993,2017-08-31,1,Vente,220000.0,243.0,,LA BELAUDIE,B198,24600.0,24564,Vanxains,24,,,24564000ZB0143,,,,,,,,,,,,,0,1.0,Maison,126.0,5.0,S,sols,,,1120.0,0.287548,45.252815
6759,2017-269015,2017-09-08,2,Echange,300.0,,,LA MOULIERE,B073,24190.0,24157,Douzillac,24,,,24157000AC0224,,,,,,,,,,,,,0,,,,,BM,futaies mixtes,,,1090.0,0.400518,45.105095
6760,2017-269041,2017-09-22,1,Vente,2500.0,,,LE MASSIAS OUEST,C189,24490.0,24354,La Roche-Chalais,24,,,24354469AK0087,,,,,,,,,,,,,0,,,,,T,terres,,,2990.0,,
6761,2017-269068,2017-01-03,1,Adjudication,87000.0,,,LE NEPT,B109,24320.0,24097,Champagne-et-Fontaine,24,,,24097000ZX0088,,,,,,,,,,,,,0,,,,,T,terres,,,27.0,0.344274,45.429582
6762,2017-269076,2017-01-03,1,Adjudication,73000.0,,,L ETANG ROMPU,B165,24700.0,24380,Saint-Barthélemy-de-Bellegarde,24,,,243800000I0910,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,69.0,0.153173,45.057697
6763,2017-269108,2017-09-27,1,Vente,436000.0,,,TUILERIE DE FOURNET,B020,24190.0,24502,Saint-Séverin-d'Estissac,24,,,245020000C0222,,,,,,,,,,,,,0,,,,,S,sols,,,500.0,0.469295,45.04097
6764,2017-269135,2017-10-06,1,Vente,2308.2,,,REGULIE,B200,24190.0,24309,Neuvic,24,,,24309000AZ0371,,,,,,,,,,,,,0,,,,,BF,futaies feuillues,,,2330.0,0.472757,45.06422
6765,2017-269166,2017-10-25,1,Vente,43500.0,,,LES LANDES,B134,24700.0,24329,Le Pizou,24,,,24329000ZE0066,,,,,,,,,,,,,0,,,,,T,terres,,,835.0,0.08769,45.032463
6766,2017-269187,2017-11-13,1,Vente,100000.0,,,LA CAILLADE,B028,24400.0,24543,Sourzac,24,,,24543000BE0201,,,,,,,,,,,,,0,,,,,S,sols,,,470.0,0.386997,45.051386
6767,2017-269217,2017-11-20,1,Vente,30000.0,,,LE LAC,B229,24700.0,24380,Saint-Barthélemy-de-Bellegarde,24,,,243800000D0641,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,520.0,0.204886,45.059959
6768,2017-269254,2017-11-06,1,Vente,178000.0,30.0,C,COLOMBAT,B020,24400.0,24399,Saint-Étienne-de-Puycorbier,24,,,243990000C0566,,,,,,,,,,,,,0,1.0,Maison,109.0,3.0,P,prés,,,2436.0,0.337338,45.081207
6769,2017-269281,2017-11-10,1,Vente,100000.0,106.0,,CHEZ PARRICHE,B023,24410.0,24490,Saint Privat en Périgord,24,,,24490000ZB0028,,,,,,,,,,,,,0,1.0,Maison,195.0,5.0,S,sols,,,2209.0,0.215553,45.198469
6770,2017-269319,2017-11-18,1,Vente,90000.0,153.0,,LES GRILLES,B075,24490.0,24354,La Roche-Chalais,24,,,24354467ZD0008,,,,,,,,,,,,,0,1.0,Maison,100.0,5.0,S,sols,,,2210.0,-0.015256,45.136566
6771,2017-269344,2017-11-27,1,Vente,21000.0,,,LES MARAIS,B242,24700.0,24294,Montpon-Ménestérol,24,,,242940000I0067,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,,,6081.0,0.161514,45.046595
6772,2017-269360,2017-05-02,1,Adjudication,106000.0,,,LES BOUYGES,B039,24700.0,24380,Saint-Barthélemy-de-Bellegarde,24,,,243800000H0300,,,,,,,,,,,,,0,,,,,VE,vergers,,,487.0,0.160733,45.091495
6773,2017-269370,2017-12-12,1,Vente,140000.0,30.0,,MONTARDY,B068,24320.0,24199,Gout-Rossignol,24,,,24199000ZH0033,,,,,,,,,,,,,0,1.0,Maison,80.0,3.0,AG,terrains d'agrément,,,1695.0,0.394296,45.425187
6774,2017-269392,2017-12-15,1,Vente,100000.0,28.0,,RTE DE ST ANTOINE,86,24700.0,24329,Le Pizou,24,,,24329000ZL0122,,,,,,,,,,,,,0,1.0,Maison,22.0,2.0,S,sols,,,517.0,0.047147,45.025242
6775,2017-269434,2017-12-16,1,Vente,45000.0,,,CHEZ THUILET,B036,24600.0,24586,Villetoureix,24,,,245860000E0685,,,,,,,,,,,,,0,,,,,VI,vignes,,,511.0,0.338526,45.264966
6776,2017-269469,2017-12-27,1,Vente,87000.0,408.0,A,LAVEQUE,B081,24490.0,24354,La Roche-Chalais,24,,,24354000AH0308,,,,,,,,,,,,,0,1.0,Maison,69.0,3.0,S,sols,,,1210.0,0.016703,45.146764
6777,2017-269483,2017-01-06,1,Vente,127000.0,,,LA COMBE SOUILLAC OUEST,B015,24120.0,24030,Beauregard-de-Terrasson,24,,,240300000B1359,,,,,,,,,,,,,0,,,,,T,terres,,,391.0,1.239281,45.146083
6778,2017-269499,2017-01-06,1,Vente,205000.0,29.0,A,CHEYRAT,B029,24290.0,24364,Coly-Saint-Amand,24,24364.0,Saint-Amand-de-Coly,24364000ZI0109,,,,,,,,,,,,,0,1.0,Maison,120.0,3.0,P,prés,,,4976.0,1.275548,45.051117
6779,2017-269529,2017-01-03,1,Vente,170000.0,,,LA FORET EST,B065,24590.0,24301,Nadaillac,24,,,243010000E0410,,,,,,,,,,,,,0,,,,,P,prés,,,2540.0,1.390017,45.010108
6780,2017-269560,2017-01-20,1,Vente,30000.0,,,LE BRAS DE L HOMME,B003,24200.0,24512,Saint-Vincent-le-Paluel,24,,,245120000A0888,,,,,,,,,,,,,0,,,,,T,terres,,,877.0,1.253118,44.892923
6781,2017-269590,2017-02-06,1,Vente,13011.0,,,LE GRAND TOURON,B020,24200.0,24471,Sainte-Nathalène,24,,,244710000B1732,,,,,,,,,,,,,0,,,,,T,terres,,,525.0,1.285997,44.922055
6782,2017-269612,2017-01-31,2,Vente,265449.0,,,MARAVAL,B078,24250.0,24091,Cénac-et-Saint-Julien,24,,,24091000AN0528,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,3417.0,1.218144,44.776597
6783,2017-269642,2017-02-15,1,Vente,36243.0,1.0,,SAINT ROCH,B409,24580.0,24356,Rouffignac-Saint-Cernin-de-Reilhac,24,,,24356000AC0134,,,,,,,,,,,,,0,1.0,Maison,49.0,2.0,T,terres,,,841.0,0.974255,45.049164
6784,2017-269666,2017-02-24,1,Vente,120000.0,222.0,,RUE DES CEDRES,145,24170.0,24538,Siorac-en-Périgord,24,,,245380000B0541,,,,,,,,,,,,,0,1.0,Maison,96.0,4.0,T,terres,,,562.0,0.989955,44.820223
6785,2017-269701,2017-02-28,2,Vente,56000.0,,,LE ROUGET,B025,24220.0,24254,Marnac,24,,,242540000A0446,,,,,,,,,,,,,0,,,,,L,landes,,,1217.0,1.033331,44.827538
6786,2017-269730,2017-03-01,1,Vente,305000.0,,,LA CIPIERE,B016,24620.0,24326,Peyzac-le-Moustier,24,,,24326000AL0008,,,,,,,,,,,,,0,,,,,L,landes,PATIS,Patis,465.0,1.076667,44.96748
6787,2017-269764,2017-03-06,1,Vente,19000.0,,,LE PAILLOULAL,B082,24170.0,24035,Pays de Belvès,24,,,240351850A0276,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,4231.0,0.950912,44.737596
6788,2017-269799,2017-03-14,1,Vente,14500.0,,,LAMILLAL SUD,B056,24220.0,24142,Coux et Bigaroque-Mouzens,24,,,241420000D0521,,,,,,,,,,,,,0,,,,,L,landes,PATIS,Patis,760.0,0.960855,44.833287
6789,2017-269828,2017-03-23,1,Vente,117100.0,171.0,,LAQUIN NORD,B290,24580.0,24356,Rouffignac-Saint-Cernin-de-Reilhac,24,,,24356000AM0301,,,,,,,,,,,,,0,1.0,Maison,68.0,3.0,S,sols,,,1613.0,0.943829,45.085383
6790,2017-269854,2017-03-30,1,Echange,800.0,,,LA GRAVE,B058,24170.0,24488,Saint-Pompont,24,,,24488000AI0184,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,4996.0,1.159164,44.727255
6791,2017-269882,2017-03-25,1,Vente,278250.0,,,MAISON NEUVE SUD,B308,24580.0,24356,Rouffignac-Saint-Cernin-de-Reilhac,24,,,24356000AD0207,,,,,,,,,,,,,0,,,,,P,prés,,,22800.0,0.957005,45.04431
6792,2017-269920,2017-03-29,1,Vente,24750.0,,,LES CHATIES,B102,24580.0,24356,Rouffignac-Saint-Cernin-de-Reilhac,24,,,24356000BI0548,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,595.0,0.990694,45.068963
6793,2017-269950,2017-04-14,1,Vente,155000.0,73.0,,MAILLOL,B054,24120.0,24153,La Dornac,24,,,241530000A0073,,,,,,,,,,,,,0,1.0,Maison,230.0,5.0,S,sols,,,740.0,1.36009,45.080569
6794,2017-269978,2017-03-31,1,Vente,400000.0,,,LA BOUQUERIE SUD,B032,24200.0,24520,Sarlat-la-Canéda,24,,,24520000BM0507,,,,,,,,,,,,,0,,,,,S,sols,,,1268.0,1.220789,44.890331
6795,2017-270002,2017-03-29,1,Vente,17000.0,,,LE SAOULOU,B121,24200.0,24341,Proissans,24,,,24341000AH0145,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,6950.0,1.280169,44.93009
6796,2017-270040,2017-04-20,1,Vente,8000.0,,,LE BOURG,B057,24580.0,24356,Rouffignac-Saint-Cernin-de-Reilhac,24,,,24356000AB0114,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,384.0,0.978717,45.045689
6797,2017-270069,2017-04-11,1,Vente,177000.0,105.0,,BAYLE VIEL,B003,24550.0,24232,Lavaur,24,,,24232000AI0150,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,T,terres,,,893.0,1.01901,44.630116
6798,2017-270100,2017-04-18,2,Vente,2990.25,,,LA VERGNE,B027,24210.0,24324,Peyrignac,24,,,243240000A2017,,,,,,,,,,,,,0,,,,,T,terres,,,127.0,1.191837,45.149441
6799,2017-270126,2017-05-02,1,Vente,185000.0,,,PEYRENEGRE,B196,24200.0,24520,Sarlat-la-Canéda,24,,,24520000AT0483,,,,,,,,,,,,,0,,,,,T,terres,,,318.0,1.217681,44.922704
6800,2017-270145,2017-05-03,1,Vente,5600.0,,,LA FAGEOLE,B014,24170.0,24313,Orliac,24,,,243130000A0102,,,,,,,,,,,,,0,,,,,T,terres,,,2760.0,1.044118,44.717535
6801,2017-270172,2017-05-23,1,Vente,38500.0,4.0,,RUE PAUL VERLAINE,641,24120.0,24547,Terrasson-Lavilledieu,24,,,24547000AH0763,,,42,,52.0,25.91,,,,,,,2,2.0,Appartement,29.0,1.0,,,,,,1.303279,45.128765
6802,2017-270192,2017-05-19,1,Vente,9000.0,,,LE PECH CARRA,B064,24120.0,24153,La Dornac,24,,,241530000D0009,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,6740.0,1.310752,45.080934
6803,2017-270216,2017-05-24,1,Vente,700000.0,,,MAISONNEUVE,B073,24250.0,24086,Castelnaud-la-Chapelle,24,,,24086000AK0052,,,,,,,,,,,,,0,,,,,S,sols,,,8070.0,1.159498,44.802877
6804,2017-270241,2017-06-15,2,Vente,200.0,,,LA BOUYGUE,B011,24220.0,24087,Castels et Bézenac,24,,,240870000C1715,,,,,,,,,,,,,0,,,,,T,terres,,,264.0,,
6805,2017-270261,2017-05-19,1,Vente,420000.0,83.0,A,LABLENIE,B033,24370.0,24432,Saint-Julien-de-Lampon,24,,,244320000B0575,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,J,jardins,POTAG,Jardin potager,1359.0,1.384738,44.863628
6806,2017-270287,2017-05-23,1,Vente,50000.0,,,LE POUGET,B046,24550.0,24245,Loubejac,24,,,242450000D0135,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1180.0,1.089836,44.588968
6807,2017-270313,2017-04-27,2,Vente,3456.0,,,LA GRANGE,B106,24290.0,24291,Montignac,24,,,24291000BE0488,,,,,,,,,,,,,0,,,,,P,prés,,,626.0,1.165482,45.059988
6808,2017-270345,2017-05-30,1,Vente,234000.0,81.0,B,LAROQUE BASSE,B080,24550.0,24263,Mazeyrolles,24,,,242630000B0605,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,P,prés,,,756.0,1.005777,44.703996
6809,2017-270368,2017-06-06,1,Vente,10000.0,,,LA FERRANTERIE,B033,24290.0,24106,La Chapelle-Aubareil,24,,,24106000AE0242,,,,,,,,,,,,,0,,,,,T,terres,,,2045.0,1.208903,45.019276
6810,2017-270384,2017-06-30,1,Vente,186000.0,153.0,,LES PLANES,B137,24580.0,24183,Fleurac,24,,,24183000AY0124,,,,,,,,,,,,,0,1.0,Maison,96.0,5.0,S,sols,,,500.0,0.981967,44.996302
6811,2017-270410,2017-07-04,1,Vente,145000.0,5.0,E,BOIS DE RODE,B001,24370.0,24325,Peyrillac-et-Millac,24,,,243250000A0327,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,2000.0,1.408259,44.902223
6812,2017-270441,2017-07-10,1,Vente,1090000.0,39.0,,GIVERZAC,B043,24250.0,24152,Domme,24,,,241520000A0454,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,0.0,S,sols,,,2265.0,1.237785,44.811305
6813,2017-270454,2017-06-27,1,Vente,44270.0,110.0,D,LA FONT DU ROC DE COSTE,B218,24580.0,24356,Rouffignac-Saint-Cernin-de-Reilhac,24,,,24356000AW0344,,,,,,,,,,,,,0,1.0,Maison,40.0,1.0,S,sols,,,1012.0,0.974598,45.070095
6814,2017-270477,2017-06-20,1,Vente,297000.0,,,LE BOURG,B011,24290.0,24174,Fanlac,24,,,24174000AR0035,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,570.0,1.096863,45.065941
6815,2017-270491,2017-07-03,1,Vente,18000.0,,,CONTE,B041,24250.0,24091,Cénac-et-Saint-Julien,24,,,24091000AC0275,,,,,,,,,,,,,0,,,,,T,terres,,,5049.0,1.161982,44.809147
6816,2017-270508,2017-07-07,1,Vente,10000.0,,,LA BECHADE,B006,24570.0,24130,Condat-sur-Vézère,24,,,241300000C1533,,,,,,,,,,,,,0,,,,,S,sols,,,31.0,1.222029,45.114084
6817,2017-270536,2017-07-21,1,Vente,131800.0,9010.0,,LE CANEBAL,B056,24200.0,24520,Sarlat-la-Canéda,24,,,24520000DE0095,,,,,,,,,,,,,0,1.0,Maison,137.0,7.0,S,sols,,,2000.0,1.228301,44.857815
6818,2017-270551,2017-07-27,1,Vente,65500.0,,,LE ROC,B108,24250.0,24086,Castelnaud-la-Chapelle,24,,,24086000AP0147,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,4609.0,1.124853,44.818578
6819,2017-270578,2017-07-27,1,Vente,7000.0,,,LE PLANTOU,B365,24580.0,24356,Rouffignac-Saint-Cernin-de-Reilhac,24,,,24356387AM0088,,,,,,,,,,,,,0,,,,,T,terres,,,8600.0,0.919369,45.031309
6820,2017-270602,2017-07-26,1,Vente,485000.0,,,PANISSAL HAUT,B162,24290.0,24291,Montignac,24,,,24291000AK0195,,,,,,,,,,,,,0,,,,,P,prés,,,1300.0,1.145324,45.088434
6821,2017-270623,2017-07-20,1,Vente,119000.0,1142.0,,LACAVALERIE,B014,24170.0,24122,Cladech,24,,,241220000A1142,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,947.0,1.084565,44.806018
6822,2017-270657,2017-07-31,1,Vente,114916.0,41.0,,LINOIR,B091,24120.0,24117,Les Coteaux Périgourdins,24,,,241172040B0341,,,,,,,,,,,,,0,1.0,Maison,140.0,5.0,S,sols,,,635.0,1.362475,45.101069
6823,2017-270685,2017-08-11,1,Vente,10000.0,,,MONROUDIER,B081,24170.0,24488,Saint-Pompont,24,,,24488000AI0102,,,,,,,,,,,,,0,,,,,L,landes,,,921.0,1.160998,44.735863
6824,2017-270711,2017-08-03,1,Vente,50000.0,,,LES ESSARTS,B115,24580.0,24330,Plazac,24,,,24330000BC0302,,,,,,,,,,,,,0,,,,,L,landes,,,470.0,1.016827,45.019673
6825,2017-270734,2017-08-17,1,Vente,323000.0,52.0,A,LAFAGE,B076,24550.0,24263,Mazeyrolles,24,,,242630000F0433,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,725.0,1.015638,44.675171
6826,2017-270760,2017-09-07,1,Vente,422500.0,,,GAUDEMAGNE,B028,24250.0,24207,Groléjac,24,,,242070000B0498,,,,,,,,,,,,,0,,,,,P,prés,,,437.0,1.277993,44.811234
6827,2017-270786,2017-09-01,1,Vente,9000.0,,,LES PEYRES,B188,24590.0,24412,Saint-Geniès,24,,,24412000BI0332,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,79.0,1.207057,45.006396
6828,2017-270816,2017-09-13,1,Vente,10700.0,,,PEYCHIERES DE BOUCH,B060,24120.0,24364,Coly-Saint-Amand,24,24127.0,Coly,243641270A0088,241270000A0088,,,,,,,,,,,,0,,,,,BT,taillis simples,,,9780.0,1.264312,45.098227
6829,2017-270848,2017-08-31,1,Vente,32000.0,,,LACOSTE,B119,24290.0,24291,Montignac,24,,,24291000BM0446,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,535.0,1.150147,45.053154
6830,2017-270878,2017-09-29,1,Vente,320000.0,,,COTE DU CAMBORD,846,24200.0,24520,Sarlat-la-Canéda,24,,,24520000CL0056,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,PARC,Parc,34.0,1.245847,44.882049
6831,2017-270908,2017-10-02,1,Vente,7000.0,,,COMBELIRANT,B021,24120.0,24153,La Dornac,24,,,241530000A0178,,,,,,,,,,,,,0,,,,,L,landes,,,3425.0,1.359434,45.076398
6832,2017-270936,2017-10-10,1,Vente,523000.0,48.0,B,CALVES,B026,24200.0,24366,Saint-André-d'Allas,24,,,243660000C0197,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,2720.0,1.181871,44.883814
6833,2017-270962,2017-10-10,1,Vente,115000.0,,,LA CHAMBRE,B030,24200.0,24366,Saint-André-d'Allas,24,,,243660000C0646,,,,,,,,,,,,,0,,,,,P,prés,,,4440.0,1.169264,44.863501
6834,2017-270982,2017-10-10,1,Vente,80000.0,,,LA PLACE,B026,24220.0,24006,Allas-les-Mines,24,,,240060000C0611,,,,,,,,,,,,,0,,,,,T,terres,,,3040.0,1.071305,44.834292
6835,2017-271012,2017-10-07,1,Vente,263760.0,,,PECHIMBERT,B050,24250.0,24184,Florimont-Gaumier,24,,,24184000AD0262,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,932.0,1.266096,44.714644
6836,2017-271033,2017-10-24,1,Vente,100000.0,59.0,,LE COUDERC,B048,24250.0,24091,Cénac-et-Saint-Julien,24,,,24091000AH0080,,,,,,,,,,,,,0,1.0,Maison,75.0,3.0,S,sols,,,99.0,1.203557,44.803294
6837,2017-271066,2017-11-02,2,Vente,357000.0,141.0,A,PIOT,B121,24620.0,24172,Les Eyzies,24,24172.0,Les Eyzies-de-Tayac-Sireuil,241720000D0524,,,,,,,,,,,,,0,1.0,Maison,150.0,3.0,S,sols,,,980.0,1.003253,44.91263
6838,2017-271084,2017-10-30,1,Vente,15000.0,,,LA CROIX EST,B105,24120.0,24547,Terrasson-Lavilledieu,24,,,24547000AL0350,,,,,,,,,,,,,0,,,,,T,terres,,,84.0,1.345225,45.13102
6839,2017-271119,2017-11-02,1,Vente,198000.0,,,LA GENEBRE,B031,24120.0,24085,La Cassagne,24,,,240850000D0155,,,,,,,,,,,,,0,,,,,S,sols,,,390.0,1.316284,45.042258
6840,2017-271134,2017-09-28,1,Vente,197700.0,,,LES BADIES,B003,24580.0,24183,Fleurac,24,,,24183000AN0045,,,,,,,,,,,,,0,,,,,VI,vignes,,,1010.0,1.020859,45.00007
6841,2017-271161,2017-10-20,1,Vente en l'état futur d'achèvement,15000.0,,,GLANDIER,B063,24200.0,24366,Saint-André-d'Allas,24,,,243660000C1839,,,,,,,,,,,,,0,,,,,P,prés,,,243.0,1.161313,44.872893
6842,2017-271188,2017-10-30,1,Vente,8500.0,,,JACOUNARD,B048,24250.0,24152,Domme,24,,,241520000C0498,,,,,,,,,,,,,0,,,,,P,prés,,,2341.0,1.257283,44.802284
6843,2017-271220,2017-11-04,3,Vente,40000.0,,,PECH GAUDOU,B086,24170.0,24035,Pays de Belvès,24,,,240350000B0385,,,,,,,,,,,,,0,,,,,L,landes,,,768.0,1.009559,44.750444
6844,2017-271243,2017-11-24,1,Vente,425000.0,,,LES PECHS,B069,24250.0,24152,Domme,24,,,241520000B0590,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,6112.0,1.258729,44.821273
6845,2017-271259,2017-12-05,2,Echange,89550.0,,,CONSTANT SUD,B010,24260.0,24377,Saint-Avit-de-Vialard,24,,,243770000D0214,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3170.0,0.87838,44.931748
6846,2017-271273,2017-11-24,1,Vente,585000.0,,,LA BORIE DE LA CROIX,B014,24250.0,24150,Daglan,24,,,24150000AI0414,,,,,,,,,,,,,0,,,,,P,prés,,,317.0,1.204709,44.760492
6847,2017-271311,2017-12-15,1,Vente,60000.0,,,LE GRAND PICADIS,B039,24220.0,24040,Beynac-et-Cazenac,24,,,240400000B1203,,,,,,,,,,,,,0,,,,,T,terres,,,6775.0,1.116283,44.87037
6848,2017-271340,2017-11-28,1,Vente,420000.0,,,LE BOURG,B007,24370.0,24081,Carlux,24,,,240810000C0887,,,,,,,,,,,,,0,,,,,L,landes,,,200.0,1.352085,44.883997
6849,2017-271377,2017-12-26,1,Vente,54000.0,606.0,,LA JAUBERTIE,B040,24220.0,24268,Meyrals,24,,,242680000B0606,,,,,,,,,,,,,0,1.0,Maison,30.0,1.0,S,sols,,,49.0,1.089636,44.906161
6850,2017-271403,2017-12-20,2,Vente,14870.0,,,DAUDEVIE NORD,B007,24120.0,24321,Pazayac,24,,,243210000B1489,,,,,,,,,,,,,0,,,,,P,prés,,,6756.0,,
6851,2017-271443,2017-12-19,1,Vente,90000.0,25.0,,RUE GASTON SARNEL,591,24120.0,24547,Terrasson-Lavilledieu,24,,,24547000BY0058,,,,,,,,,,,,,0,1.0,Maison,120.0,5.0,S,sols,,,286.0,1.300745,45.127083
6852,2017-271484,2017-12-22,2,Vente,341400.0,,,PECH D ALBET,B177,24590.0,24412,Saint-Geniès,24,,,24412000AO0204,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,4380.0,1.256788,44.997475
6853,2017-271507,2017-01-10,1,Vente,133000.0,9.0,,RUE ALPHONSE DELACROIX,105,25000.0,25056,Besançon,25,,,25056000HX0136,,,,,,,,,,,,,0,1.0,Maison,72.0,1.0,S,sols,,,423.0,6.006485,47.245808
6854,2017-271560,2017-01-17,1,Vente,230000.0,5.0,,RUE DE LA CANAIE,110,25220.0,25111,Chalèze,25,,,251110000B0080,,,,,,,,,,,,,0,1.0,Maison,78.0,4.0,S,sols,,,735.0,6.108303,47.26661
6855,2017-271608,2017-01-04,1,Vente,88000.0,9.0,,RUE DES ANDELYS,150,25000.0,25056,Besançon,25,,,25056000DZ0025,,,183,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.994839,47.228766
6856,2017-271667,2017-01-13,1,Vente,49000.0,32.0,,RUE BERSOT,420,25000.0,25056,Besançon,25,,,25056000AI0062,,,6,36.56,,,,,,,,,1,2.0,Appartement,43.0,1.0,,,,,,6.02857,47.237739
6857,2017-271714,2017-01-30,1,Vente,150000.0,16.0,,RUE DE VESOUL,5160,25000.0,25056,Besançon,25,,,25056000BI0157,,,178,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.01983,47.250616
6858,2017-271760,2017-02-03,1,Vente,4000.0,,,AU VILLAGE,B192,25260.0,25345,Longevelle-sur-Doubs,25,,,253450000D1331,,,,,,,,,,,,,0,,,,,J,jardins,,,171.0,6.654967,47.452142
6859,2017-271794,2017-01-31,1,Vente,80000.0,,,AUX COMBOTTES,B042,25960.0,25197,Deluz,25,,,251970000A0657,,,,,,,,,,,,,0,,,,,L,landes,,,241.0,6.193721,47.309759
6860,2017-271840,2017-02-13,1,Vente,1.0,,,AUX CHAMPS LA DERRIERE,B040,25610.0,25021,Arc-et-Senans,25,,,250210000B1644,,,,,,,,,,,,,0,,,,,S,sols,,,41.0,5.775628,47.045443
6861,2017-271894,2017-01-30,1,Vente,90000.0,,,TERRE ROUGE,B047,25480.0,25381,Miserey-Salines,25,,,25381000AM0277,,,,,,,,,,,,,0,,,,,S,sols,,,2765.0,5.970543,47.281062
6862,2017-271951,2017-02-13,1,Vente,30000.0,9.0,,RUE BIANCHI,180,25110.0,25047,Baume-les-Dames,25,,,25047000AM0248,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,135.0,6.364581,47.345476
6863,2017-272004,2017-02-18,1,Vente,358000.0,19.0,,RUE DES 2 PRINCESSES,1550,25000.0,25056,Besançon,25,,,25056000CV0080,,,,,,,,,,,,,0,2.0,Appartement,128.0,4.0,S,sols,,,674.0,6.031061,47.247499
